tiempo_pc,letra,pulgar,indice,corazon,anular,menique,ax,ay,az,gx,gy,gz
2026-06-13T00:24:49.274,A,21.3,100.0,67.9,65.1,86.5,1.0048,-0.1069,0.2032,0.0,0.0,0.0
2026-06-13T00:24:49.274,A,22.0,100.0,67.7,65.1,86.8,1.0065,-0.1074,0.2077,0.0,0.0,0.0
2026-06-13T00:24:49.274,A,22.3,100.0,67.5,65.2,87.1,1.0103,-0.1045,0.2126,0.0,0.0,0.0
2026-06-13T00:24:49.275,A,22.6,100.0,67.5,65.2,87.5,1.0138,-0.1015,0.2188,0.0,0.0,0.0
2026-06-13T00:24:49.275,A,22.5,100.0,67.1,65.2,87.8,1.0148,-0.1016,0.2244,0.0,0.0,0.0
2026-06-13T00:24:49.276,A,22.5,100.0,67.1,65.2,87.9,1.015,-0.1019,0.2274,0.0,0.0,0.0
2026-06-13T00:24:49.276,A,22.4,100.0,67.0,65.2,88.0,1.0123,-0.102,0.2321,0.0,0.0,0.0
2026-06-13T00:24:49.276,A,22.4,100.0,66.9,65.3,88.1,1.0086,-0.1065,0.2381,0.0,0.0,0.0
2026-06-13T00:24:49.338,A,21.6,100.0,60.9,65.5,89.5,1.006,-0.1369,0.1862,0.0,0.0,0.0
2026-06-13T00:24:49.396,A,21.7,100.0,59.5,65.5,89.5,1.0041,-0.1385,0.1892,0.0,0.0,0.0
2026-06-13T00:24:49.455,A,21.7,100.0,58.1,65.5,89.5,1.0017,-0.1392,0.1956,0.0,0.0,0.0
2026-06-13T00:24:49.514,A,21.8,100.0,57.2,65.5,89.5,0.9999,-0.1409,0.2032,0.0,0.0,0.0
2026-06-13T00:24:49.573,A,22.0,100.0,55.9,65.5,89.5,1.0017,-0.1378,0.2028,0.0,0.0,0.0
2026-06-13T00:24:49.632,A,22.1,100.0,54.4,65.5,89.5,1.0065,-0.1352,0.2019,0.0,0.0,0.0
2026-06-13T00:24:49.691,A,22.2,100.0,53.2,65.5,89.5,1.0097,-0.1341,0.2037,0.0,0.0,0.0
2026-06-13T00:24:49.750,A,22.3,100.0,51.7,65.5,89.5,1.0094,-0.1333,0.21,0.0,0.0,0.0
2026-06-13T00:24:49.809,A,22.5,100.0,50.7,65.4,89.5,1.0073,-0.1311,0.214,0.0,0.0,0.0
2026-06-13T00:24:49.869,A,22.6,100.0,49.5,65.4,89.5,1.0057,-0.1307,0.2164,0.0,0.0,0.0
2026-06-13T00:24:49.928,A,22.7,100.0,47.9,65.4,89.5,1.0047,-0.133,0.2192,0.0,0.0,0.0
2026-06-13T00:24:49.986,A,22.8,100.0,46.7,65.4,89.5,1.0036,-0.1333,0.2237,0.0,0.0,0.0
2026-06-13T00:24:50.045,A,22.9,100.0,45.9,65.4,89.5,1.0029,-0.1327,0.2274,0.0,0.0,0.0
2026-06-13T00:24:50.104,A,23.1,100.0,44.7,65.4,89.5,1.0017,-0.1326,0.2287,0.0,0.0,0.0
2026-06-13T00:24:50.163,A,23.1,100.0,43.3,65.4,89.5,1.0006,-0.1337,0.2293,0.0,0.0,0.0
2026-06-13T00:24:50.222,A,23.2,100.0,42.2,65.3,89.5,1.0006,-0.1356,0.2317,0.0,0.0,0.0
2026-06-13T00:24:50.281,A,23.1,100.0,41.3,65.3,89.4,1.0005,-0.1357,0.2344,0.0,0.0,0.0
2026-06-13T00:24:50.340,A,22.9,100.0,41.0,65.3,89.4,1.0005,-0.1353,0.2366,0.0,0.0,0.0
2026-06-13T00:24:50.399,A,22.8,100.0,40.0,65.3,89.4,0.9999,-0.1359,0.2372,0.0,0.0,0.0
2026-06-13T00:24:50.458,A,22.7,100.0,40.3,65.3,89.4,0.9999,-0.1374,0.2374,0.0,0.0,0.0
2026-06-13T00:24:50.517,A,22.5,100.0,40.4,65.3,89.3,0.9995,-0.1371,0.2383,0.0,0.0,0.0
2026-06-13T00:24:50.576,A,22.4,100.0,40.4,65.4,89.3,0.9988,-0.1377,0.2379,0.0,0.0,0.0
2026-06-13T00:24:50.635,A,22.3,100.0,40.7,65.4,88.8,0.9982,-0.1378,0.2375,0.0,0.0,0.0
2026-06-13T00:24:50.694,A,22.1,100.0,41.6,65.4,88.4,0.9985,-0.1392,0.2355,0.0,0.0,0.0
2026-06-13T00:24:50.753,A,21.8,100.0,42.9,65.3,88.3,0.9981,-0.1401,0.2352,0.0,0.0,0.0
2026-06-13T00:24:50.812,A,21.5,100.0,42.9,65.4,88.1,0.9983,-0.138,0.2344,0.0,0.0,0.0
2026-06-13T00:24:50.871,A,21.5,100.0,43.5,65.4,87.8,1.0003,-0.1407,0.2317,0.0,0.0,0.0
2026-06-13T00:24:50.930,A,22.1,100.0,46.8,65.5,87.2,0.9944,-0.1403,0.2361,0.0,0.0,0.0
2026-06-13T00:24:50.989,A,22.1,100.0,49.7,65.7,86.6,0.9987,-0.1438,0.2368,0.0,0.0,0.0
2026-06-13T00:24:51.049,A,22.3,100.0,52.4,65.7,86.4,0.9977,-0.1451,0.2387,0.0,0.0,0.0
2026-06-13T00:24:51.107,A,22.4,100.0,55.4,65.8,86.1,0.9989,-0.1464,0.2363,0.0,0.0,0.0
2026-06-13T00:24:51.166,A,22.5,100.0,58.7,65.9,85.9,0.9989,-0.1475,0.2355,0.0,0.0,0.0
2026-06-13T00:24:51.225,A,22.6,100.0,63.2,66.1,85.6,0.9969,-0.1471,0.2364,0.0,0.0,0.0
2026-06-13T00:24:51.284,A,22.6,100.0,66.5,66.3,85.1,0.9983,-0.1491,0.2353,0.0,0.0,0.0
2026-06-13T00:24:51.343,A,22.5,100.0,69.3,66.5,84.8,0.9981,-0.1516,0.2378,0.0,0.0,0.0
2026-06-13T00:24:51.402,A,22.4,100.0,72.5,66.8,84.4,0.9977,-0.1527,0.2369,0.0,0.0,0.0
2026-06-13T00:24:51.462,A,22.4,100.0,75.8,67.2,84.3,0.9979,-0.1537,0.2355,0.0,0.0,0.0
2026-06-13T00:24:51.520,A,22.0,100.0,79.4,67.6,84.2,0.9974,-0.1542,0.2358,0.0,0.0,0.0
2026-06-13T00:24:51.579,A,21.8,100.0,83.2,68.1,84.0,0.997,-0.1551,0.2359,0.0,0.0,0.0
2026-06-13T00:24:51.638,A,21.4,100.0,87.2,68.6,83.9,0.996,-0.1563,0.237,0.0,0.0,0.0
2026-06-13T00:24:51.697,A,20.9,100.0,91.3,69.0,83.8,0.9963,-0.1562,0.2367,0.0,0.0,0.0
2026-06-13T00:24:51.756,A,20.6,100.0,95.4,69.2,83.6,0.9968,-0.1569,0.2368,0.0,0.0,0.0
2026-06-13T00:24:51.815,A,20.4,100.0,98.9,69.2,83.4,0.9968,-0.157,0.2386,0.0,0.0,0.0
2026-06-13T00:24:51.875,A,20.5,100.0,100.0,69.3,83.2,0.9969,-0.1577,0.2392,0.0,0.0,0.0
2026-06-13T00:24:51.933,A,20.8,100.0,100.0,69.3,82.9,0.9967,-0.1598,0.2378,0.0,0.0,0.0
2026-06-13T00:24:51.992,A,21.1,100.0,100.0,69.4,82.6,0.9956,-0.1605,0.2374,0.0,0.0,0.0
2026-06-13T00:24:52.052,A,21.3,100.0,100.0,69.4,82.3,0.9945,-0.1612,0.2373,0.0,0.0,0.0
2026-06-13T00:24:52.110,A,21.3,100.0,100.0,69.2,82.3,0.9942,-0.1624,0.2367,0.0,0.0,0.0
2026-06-13T00:24:52.169,A,21.4,100.0,100.0,68.9,82.4,0.9944,-0.1632,0.2361,0.0,0.0,0.0
2026-06-13T00:24:52.228,A,21.6,100.0,100.0,68.7,82.3,0.9953,-0.1634,0.235,0.0,0.0,0.0
2026-06-13T00:24:52.287,A,21.9,100.0,100.0,68.8,82.2,0.9949,-0.1624,0.2357,0.0,0.0,0.0
2026-06-13T00:24:52.346,A,22.1,100.0,100.0,69.1,82.2,0.9954,-0.1624,0.234,0.0,0.0,0.0
2026-06-13T00:24:52.406,A,22.2,100.0,100.0,69.1,82.6,0.9954,-0.164,0.2327,0.0,0.0,0.0
2026-06-13T00:24:52.465,A,22.3,100.0,100.0,69.2,82.9,0.9953,-0.1645,0.2321,0.0,0.0,0.0
2026-06-13T00:24:52.523,A,22.3,100.0,100.0,69.4,82.9,0.9956,-0.1619,0.2317,0.0,0.0,0.0
2026-06-13T00:24:52.583,A,22.3,100.0,100.0,69.5,82.9,0.9956,-0.1621,0.2312,0.0,0.0,0.0
2026-06-13T00:24:52.641,A,22.4,100.0,100.0,69.5,82.9,0.9957,-0.1633,0.231,0.0,0.0,0.0
2026-06-13T00:24:52.700,A,22.7,100.0,100.0,69.6,83.0,0.9961,-0.1624,0.2304,0.0,0.0,0.0
2026-06-13T00:24:52.759,A,22.8,100.0,100.0,69.5,83.2,0.9964,-0.162,0.2287,0.0,0.0,0.0
2026-06-13T00:24:52.818,A,22.9,100.0,100.0,69.4,83.3,0.9964,-0.1623,0.2292,0.0,0.0,0.0
2026-06-13T00:24:52.877,A,22.9,100.0,100.0,69.3,83.6,0.9966,-0.1623,0.2284,0.0,0.0,0.0
2026-06-13T00:24:52.936,A,23.0,100.0,100.0,69.0,83.4,0.997,-0.162,0.2289,0.0,0.0,0.0
2026-06-13T00:24:52.995,A,23.1,100.0,100.0,68.7,83.3,0.9978,-0.1613,0.2288,0.0,0.0,0.0
2026-06-13T00:24:53.054,A,23.1,100.0,100.0,68.4,83.3,0.9975,-0.1607,0.2294,0.0,0.0,0.0
2026-06-13T00:24:53.113,A,23.1,100.0,100.0,68.2,83.2,0.9974,-0.1607,0.2287,0.0,0.0,0.0
2026-06-13T00:24:53.172,A,23.1,100.0,100.0,68.0,83.1,0.9978,-0.1604,0.2259,0.0,0.0,0.0
2026-06-13T00:24:53.232,A,23.1,100.0,100.0,68.0,83.1,0.9981,-0.1598,0.2266,0.0,0.0,0.0
2026-06-13T00:24:53.291,A,23.1,100.0,100.0,68.2,83.1,0.999,-0.1589,0.2265,0.0,0.0,0.0
2026-06-13T00:24:53.349,A,23.2,100.0,100.0,68.4,83.1,1.0,-0.1604,0.2273,0.0,0.0,0.0
2026-06-13T00:24:53.408,A,23.2,100.0,100.0,68.5,83.1,1.0002,-0.1613,0.2264,0.0,0.0,0.0
2026-06-13T00:24:53.468,A,23.3,100.0,100.0,68.7,83.3,1.0003,-0.161,0.2257,0.0,0.0,0.0
2026-06-13T00:24:53.526,A,23.3,100.0,100.0,68.8,83.4,0.9991,-0.1616,0.2258,0.0,0.0,0.0
2026-06-13T00:24:53.586,A,23.4,100.0,100.0,69.3,83.7,0.9978,-0.1636,0.2259,0.0,0.0,0.0
2026-06-13T00:24:53.644,A,23.4,100.0,100.0,69.8,83.7,0.9973,-0.164,0.2245,0.0,0.0,0.0
2026-06-13T00:24:53.703,A,23.5,100.0,100.0,70.3,83.8,0.9978,-0.1638,0.224,0.0,0.0,0.0
2026-06-13T00:24:53.762,A,23.6,100.0,100.0,70.3,83.8,0.9982,-0.1633,0.2247,0.0,0.0,0.0
2026-06-13T00:24:53.822,A,23.7,100.0,100.0,70.3,83.9,0.9988,-0.1625,0.2254,0.0,0.0,0.0
2026-06-13T00:24:53.880,A,23.7,100.0,100.0,70.2,83.9,0.9978,-0.1632,0.2252,0.0,0.0,0.0
2026-06-13T00:24:53.940,A,23.7,100.0,100.0,70.1,84.0,0.9999,-0.1654,0.222,0.0,0.0,0.0
2026-06-13T00:24:53.998,A,23.8,100.0,100.0,70.0,84.0,1.0057,-0.1669,0.221,0.0,0.0,0.0
2026-06-13T00:24:54.057,A,23.8,100.0,100.0,70.0,84.0,1.008,-0.1652,0.2237,0.0,0.0,0.0
2026-06-13T00:24:54.117,A,23.8,100.0,100.0,70.0,84.0,1.0059,-0.1661,0.2279,0.0,0.0,0.0
2026-06-13T00:24:54.175,A,23.9,100.0,100.0,70.0,83.8,0.9986,-0.1713,0.228,0.0,0.0,0.0
2026-06-13T00:24:54.234,A,23.9,100.0,100.0,70.0,83.6,0.9917,-0.1725,0.2257,0.0,0.0,0.0
2026-06-13T00:24:54.293,A,23.8,100.0,100.0,70.0,83.4,0.9877,-0.1691,0.2245,0.0,0.0,0.0
2026-06-13T00:24:54.352,A,23.9,100.0,100.0,70.0,83.2,0.9866,-0.1627,0.2245,0.0,0.0,0.0
2026-06-13T00:24:54.411,A,23.8,100.0,100.0,70.1,83.0,0.9907,-0.1652,0.2223,0.0,0.0,0.0
2026-06-13T00:24:54.470,A,23.8,100.0,100.0,70.1,82.8,1.0064,-0.177,0.2167,0.0,0.0,0.0
2026-06-13T00:24:54.529,A,23.8,100.0,100.0,70.1,82.6,1.0362,-0.1854,0.2077,0.0,0.0,0.0
2026-06-13T00:24:54.588,A,23.7,100.0,100.0,70.1,82.5,1.0432,-0.1921,0.2065,0.0,0.0,0.0
2026-06-13T00:24:54.647,A,23.6,100.0,100.0,70.1,82.1,1.0233,-0.1981,0.2118,0.0,0.0,0.0
2026-06-13T00:24:54.706,A,23.5,99.9,100.0,70.1,82.0,0.9868,-0.2046,0.2179,0.0,0.0,0.0
2026-06-13T00:24:54.765,A,23.4,99.7,100.0,70.1,81.3,0.9516,-0.2097,0.2164,0.0,0.0,0.0
2026-06-13T00:24:54.825,A,23.4,99.5,100.0,70.1,80.9,0.9361,-0.2133,0.2139,0.0,0.0,0.0
2026-06-13T00:24:54.884,A,23.3,99.3,100.0,70.1,80.7,0.9437,-0.2203,0.2189,0.0,0.0,0.0
2026-06-13T00:24:54.942,A,23.3,99.2,100.0,70.1,80.3,0.9677,-0.2174,0.2262,0.0,0.0,0.0
2026-06-13T00:24:55.002,A,23.3,99.6,100.0,70.1,80.2,1.0045,-0.2186,0.2313,0.0,0.0,0.0
2026-06-13T00:24:55.061,A,23.3,99.8,100.0,70.1,80.1,1.0189,-0.2233,0.2431,0.0,0.0,0.0
2026-06-13T00:24:55.120,A,23.4,99.9,100.0,70.2,80.0,1.0077,-0.2229,0.2483,0.0,0.0,0.0
2026-06-13T00:24:55.178,A,23.4,99.9,100.0,70.2,79.8,0.9836,-0.2193,0.2419,0.0,0.0,0.0
2026-06-13T00:24:55.237,A,23.4,100.0,100.0,70.2,79.7,0.957,-0.2214,0.2361,0.0,0.0,0.0
2026-06-13T00:24:55.296,A,23.5,100.0,100.0,70.2,79.6,0.9407,-0.2285,0.2324,0.0,0.0,0.0
2026-06-13T00:24:55.355,A,23.5,100.0,100.0,70.3,79.2,0.9488,-0.2298,0.2219,0.0,0.0,0.0
2026-06-13T00:24:55.414,A,23.5,100.0,100.0,70.3,78.7,0.983,-0.227,0.2157,0.0,0.0,0.0
2026-06-13T00:24:55.474,A,23.6,100.0,100.0,70.3,78.4,1.0174,-0.2192,0.2257,0.0,0.0,0.0
2026-06-13T00:24:55.532,A,23.6,100.0,100.0,70.4,78.1,1.0094,-0.2212,0.2477,0.0,0.0,0.0
2026-06-13T00:24:55.592,A,23.5,100.0,100.0,70.4,78.1,0.9828,-0.2237,0.251,0.0,0.0,0.0
2026-06-13T00:24:55.651,A,23.5,100.0,100.0,70.5,78.3,0.9606,-0.2161,0.2396,0.0,0.0,0.0
2026-06-13T00:24:55.710,A,23.5,100.0,100.0,70.5,78.6,0.9539,-0.2101,0.2284,0.0,0.0,0.0
2026-06-13T00:24:55.768,A,23.5,100.0,100.0,70.6,78.8,0.9645,-0.2066,0.223,0.0,0.0,0.0
2026-06-13T00:24:55.827,A,23.6,100.0,100.0,70.6,78.9,0.994,-0.202,0.222,0.0,0.0,0.0
2026-06-13T00:24:55.887,A,23.6,100.0,100.0,70.7,79.1,1.0129,-0.1917,0.2348,0.0,0.0,0.0
2026-06-13T00:24:55.946,A,23.7,100.0,100.0,70.7,78.8,1.0032,-0.1833,0.2516,0.0,0.0,0.0
2026-06-13T00:24:56.005,A,23.8,100.0,100.0,70.8,78.9,0.9868,-0.1844,0.2429,0.0,0.0,0.0
2026-06-13T00:24:56.064,A,23.9,100.0,100.0,70.8,79.0,0.9754,-0.1929,0.2336,0.0,0.0,0.0
2026-06-13T00:24:56.122,A,24.0,100.0,100.0,70.9,79.4,0.9732,-0.1891,0.2235,0.0,0.0,0.0
