Pulgar (Flexión 0-100),Índice (Flexión 0-100),Corazón (Flexión 0-100),Anular (Flexión 0-100),Meñique (Flexión 0-100),AX (Acelerómetro X en Gs),AY (Acelerómetro Y en Gs),AZ (Acelerómetro Z en Gs),GX (Giroscopio X en grados/seg),GY (Giroscopio Y en grados/seg),GZ (Giroscopio Z en grados/seg),Letra
66.5,0.0,0.0,0.0,0.3,0.154,0.9903,0.0815,0.0,0.0,0.0,B
66.6,0.0,0.0,0.0,0.2,0.1501,0.9916,0.0823,0.0,0.0,0.0,B
66.7,0.0,0.0,0.0,0.1,0.1491,0.9898,0.0815,0.0,0.0,0.0,B
66.8,0.0,0.0,0.0,0.5,0.147,0.99,0.0793,0.0,0.0,0.0,B
67.0,0.0,0.0,0.0,1.0,0.142,0.9922,0.0779,0.0,0.0,0.0,B
67.5,0.0,0.0,0.0,1.3,0.1385,0.9916,0.0763,0.0,0.0,0.0,B
67.7,0.0,0.0,0.0,1.4,0.1359,0.992,0.0738,0.0,0.0,0.0,B
67.9,0.0,0.0,0.0,0.8,0.1365,0.9859,0.0667,0.0,0.0,0.0,B
67.9,0.0,0.0,0.0,0.5,0.1331,0.9858,0.0675,0.0,0.0,0.0,B
67.9,0.0,0.0,0.0,0.2,0.1171,0.9864,0.0619,0.0,0.0,0.0,B
67.5,0.0,0.0,0.0,0.1,0.0976,0.9841,0.058,0.0,0.0,0.0,B
67.5,0.0,0.0,0.0,0.1,0.0804,0.9859,0.0584,0.0,0.0,0.0,B
67.0,0.0,0.0,0.0,0.1,0.063,0.9926,0.054,0.0,0.0,0.0,B
67.1,0.0,0.0,0.0,0.0,0.0543,0.9937,0.0491,0.0,0.0,0.0,B
67.3,0.0,0.0,0.0,0.0,0.0491,0.9979,0.0488,0.0,0.0,0.0,B
67.3,0.0,0.0,0.0,0.0,0.0488,0.9961,0.0501,0.0,0.0,0.0,B
67.7,0.0,0.0,0.0,0.0,0.0474,0.9987,0.0519,0.0,0.0,0.0,B
68.0,0.0,0.0,0.0,0.0,0.0459,0.998,0.0508,0.0,0.0,0.0,B
68.3,0.0,0.0,0.0,0.0,0.0427,0.9969,0.0513,0.0,0.0,0.0,B
68.3,0.0,0.0,0.0,0.1,0.0367,0.9949,0.0548,0.0,0.0,0.0,B
68.0,0.0,0.0,0.0,0.1,0.0278,0.9971,0.0535,0.0,0.0,0.0,B
68.1,0.0,0.0,0.0,0.0,0.0204,0.9982,0.0546,0.0,0.0,0.0,B
68.2,0.0,0.0,0.0,0.0,0.0099,0.9954,0.0629,0.0,0.0,0.0,B
68.1,0.0,0.0,0.0,0.0,0.002,0.9958,0.0653,0.0,0.0,0.0,B
68.4,0.0,0.0,0.0,0.0,-0.0023,0.9967,0.0676,0.0,0.0,0.0,B
68.9,0.0,0.0,0.0,0.0,-0.0074,0.9924,0.0739,0.0,0.0,0.0,B
68.5,0.0,0.0,0.0,0.0,-0.0123,0.9953,0.0724,0.0,0.0,0.0,B
68.2,0.0,0.0,0.0,0.0,-0.0173,0.9982,0.0737,0.0,0.0,0.0,B
68.3,0.0,0.0,0.0,0.0,-0.02,0.996,0.0752,0.0,0.0,0.0,B
68.3,0.0,0.0,0.0,0.0,-0.0187,0.9947,0.0765,0.0,0.0,0.0,B
68.4,0.0,0.0,0.0,0.0,-0.0196,0.996,0.0776,0.0,0.0,0.0,B
68.5,0.0,0.0,0.0,0.0,-0.0187,0.9955,0.0802,0.0,0.0,0.0,B
68.6,0.0,0.0,0.0,0.0,-0.018,0.9955,0.0801,0.0,0.0,0.0,B
68.7,0.0,0.0,0.0,0.0,-0.019,0.9972,0.0807,0.0,0.0,0.0,B
68.9,0.0,0.0,0.0,0.0,-0.0172,0.9961,0.0809,0.0,0.0,0.0,B
69.1,0.0,0.0,0.0,0.0,-0.0174,0.9966,0.0808,0.0,0.0,0.0,B
69.4,0.0,0.0,0.0,0.0,-0.0171,0.9963,0.0815,0.0,0.0,0.0,B
69.7,0.0,0.0,0.0,0.1,-0.0167,0.9957,0.0803,0.0,0.0,0.0,B
13.1,72.5,71.0,57.5,28.7,0.5819,-0.2497,0.8323,0.0,0.0,0.0,C
13.4,72.6,71.0,58.7,28.7,0.5814,-0.2506,0.8335,0.0,0.0,0.0,C
13.7,72.7,71.0,60.1,28.0,0.5818,-0.251,0.833,0.0,0.0,0.0,C
14.0,72.8,70.8,61.2,28.4,0.5814,-0.2528,0.833,0.0,0.0,0.0,C
14.0,72.9,70.3,62.2,28.5,0.5812,-0.2534,0.8331,0.0,0.0,0.0,C
13.2,73.0,70.1,63.2,28.7,0.5815,-0.2536,0.8324,0.0,0.0,0.0,C
13.5,73.1,70.2,63.7,28.4,0.5811,-0.2537,0.8329,0.0,0.0,0.0,C
13.9,73.2,70.4,64.4,21.6,0.581,-0.2531,0.8327,0.0,0.0,0.0,C
14.2,73.2,70.6,65.1,22.8,0.581,-0.2534,0.833,0.0,0.0,0.0,C
14.4,73.2,70.7,65.9,23.9,0.5809,-0.2526,0.8332,0.0,0.0,0.0,C
14.2,73.0,70.8,67.1,24.4,0.5806,-0.2536,0.834,0.0,0.0,0.0,C
14.3,73.0,70.9,68.1,25.0,0.5806,-0.2533,0.8347,0.0,0.0,0.0,C
14.4,73.0,71.1,69.2,25.5,0.5806,-0.2527,0.8347,0.0,0.0,0.0,C
14.4,73.0,71.2,70.0,25.8,0.5806,-0.2542,0.8342,0.0,0.0,0.0,C
14.3,73.1,71.3,70.2,26.1,0.5802,-0.255,0.8349,0.0,0.0,0.0,C
13.1,73.0,71.4,70.5,26.2,0.5804,-0.255,0.8336,0.0,0.0,0.0,C
13.1,73.0,71.5,70.8,25.8,0.5799,-0.2555,0.8343,0.0,0.0,0.0,C
13.2,72.8,71.7,70.6,24.6,0.5801,-0.2551,0.834,0.0,0.0,0.0,C
13.4,72.7,71.8,70.3,24.9,0.5801,-0.256,0.8338,0.0,0.0,0.0,C
13.5,72.8,71.9,65.3,25.7,0.5795,-0.2566,0.8346,0.0,0.0,0.0,C
13.6,72.8,72.1,64.6,26.2,0.5793,-0.2542,0.8347,0.0,0.0,0.0,C
13.6,72.9,71.9,63.5,26.7,0.5787,-0.2556,0.8348,0.0,0.0,0.0,C
13.8,73.0,71.3,63.5,27.0,0.5792,-0.2549,0.8344,0.0,0.0,0.0,C
13.9,73.0,71.1,63.7,27.2,0.5791,-0.2544,0.8338,0.0,0.0,0.0,C
14.1,73.1,71.0,64.1,27.5,0.5787,-0.255,0.8352,0.0,0.0,0.0,C
14.2,73.1,71.0,64.3,27.8,0.5786,-0.2548,0.8347,0.0,0.0,0.0,C
14.4,73.1,71.0,64.7,28.0,0.5784,-0.2539,0.8359,0.0,0.0,0.0,C
14.4,73.2,71.1,64.8,28.2,0.5782,-0.2533,0.8357,0.0,0.0,0.0,C
14.4,73.2,71.1,65.1,28.6,0.5783,-0.2534,0.8351,0.0,0.0,0.0,C
14.4,73.3,71.1,65.3,28.7,0.5781,-0.253,0.8358,0.0,0.0,0.0,C
14.4,73.3,71.1,65.6,29.0,0.5779,-0.254,0.8357,0.0,0.0,0.0,C
14.4,73.3,71.2,67.0,28.4,0.5831,-0.2546,0.8335,0.0,0.0,0.0,C
14.5,73.4,71.2,67.7,28.7,0.6009,-0.2461,0.8172,0.0,0.0,0.0,C
14.6,73.4,71.2,68.9,29.1,0.6159,-0.2412,0.8081,0.0,0.0,0.0,C
13.1,73.5,71.1,69.7,25.6,0.6292,-0.2412,0.7974,0.0,0.0,0.0,C
11.8,73.5,71.0,70.1,26.0,0.6391,-0.2386,0.7888,0.0,0.0,0.0,C
12.4,73.6,71.1,70.3,26.2,0.6463,-0.2389,0.7832,0.0,0.0,0.0,C
12.7,73.6,71.1,70.4,26.5,0.6513,-0.2391,0.7792,0.0,0.0,0.0,C
13.1,73.7,71.1,70.6,26.7,0.6559,-0.2395,0.7763,0.0,0.0,0.0,C
13.4,73.7,71.1,70.7,26.9,0.6583,-0.2425,0.7737,0.0,0.0,0.0,C
13.5,73.8,71.1,70.8,27.3,0.6609,-0.2438,0.7716,0.0,0.0,0.0,C
13.8,73.8,71.1,70.9,27.4,0.6629,-0.2447,0.7702,0.0,0.0,0.0,C
14.1,73.8,71.1,71.0,27.5,0.6642,-0.246,0.7686,0.0,0.0,0.0,C
14.3,73.9,71.1,71.1,27.6,0.6654,-0.248,0.7674,0.0,0.0,0.0,C
13.9,73.9,71.1,71.2,27.7,0.666,-0.248,0.7675,0.0,0.0,0.0,C
13.5,73.9,71.1,71.2,27.3,0.6667,-0.2482,0.7666,0.0,0.0,0.0,C
13.8,73.9,71.2,71.3,26.4,0.6674,-0.2498,0.7653,0.0,0.0,0.0,C
14.0,73.9,71.1,71.4,26.5,0.6678,-0.2495,0.7651,0.0,0.0,0.0,C
14.1,73.9,71.0,71.4,26.5,0.6677,-0.2509,0.7645,0.0,0.0,0.0,C
14.1,73.9,71.1,71.4,26.7,0.6674,-0.2517,0.7644,0.0,0.0,0.0,C
14.3,73.9,71.2,71.5,26.8,0.6678,-0.2502,0.7623,0.0,0.0,0.0,C
14.5,74.0,71.3,71.5,26.4,0.6646,-0.2508,0.7669,0.0,0.0,0.0,C
14.7,74.0,71.5,71.5,26.5,0.6623,-0.252,0.7697,0.0,0.0,0.0,C
14.8,74.0,71.7,71.6,26.2,0.6608,-0.2544,0.7696,0.0,0.0,0.0,C
14.7,74.0,71.8,71.6,26.3,0.6613,-0.2562,0.7665,0.0,0.0,0.0,C
14.5,74.0,71.8,71.6,26.5,0.6576,-0.2584,0.7708,0.0,0.0,0.0,C
15.5,74.0,72.0,71.6,27.0,0.6537,-0.2644,0.773,0.0,0.0,0.0,C
16.3,74.0,72.2,71.6,27.3,0.6514,-0.2683,0.7733,0.0,0.0,0.0,C
0.0,0.0,0.0,0.0,14.7,1.0059,-0.2081,0.0722,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,14.9,1.0057,-0.2088,0.0729,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.1,1.0048,-0.2141,0.0756,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.2,1.0045,-0.214,0.0753,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.4,1.0044,-0.2132,0.0807,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.5,1.0044,-0.2139,0.0842,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.6,1.004,-0.2136,0.0843,0.0,0.0,0.0,D
0.0,4.4,0.0,0.0,15.8,1.0046,-0.2149,0.088,0.0,0.0,0.0,D
0.0,8.0,0.0,0.0,15.4,1.0044,-0.2148,0.0886,0.0,0.0,0.0,D
0.0,10.8,0.0,0.0,15.3,1.0038,-0.2201,0.0931,0.0,0.0,0.0,D
0.0,13.1,0.0,0.0,14.9,1.0048,-0.2119,0.0884,0.0,0.0,0.0,D
0.0,15.0,0.0,0.0,14.7,1.0043,-0.2162,0.0908,0.0,0.0,0.0,D
0.0,16.6,0.0,0.0,15.1,1.0047,-0.2111,0.0953,0.0,0.0,0.0,D
0.0,17.8,0.0,0.0,15.2,1.0048,-0.2113,0.1024,0.0,0.0,0.0,D
0.0,18.8,0.0,0.0,15.5,1.0044,-0.2109,0.1033,0.0,0.0,0.0,D
0.0,19.7,0.0,0.0,15.6,1.0035,-0.2142,0.1041,0.0,0.0,0.0,D
0.0,20.1,0.0,0.0,15.8,1.0025,-0.2165,0.1013,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.9,1.0029,-0.2159,0.1033,0.0,0.0,0.0,D
0.0,0.0,0.6,0.0,16.1,1.003,-0.217,0.102,0.0,0.0,0.0,D
0.0,0.0,0.3,0.0,16.7,1.0027,-0.219,0.1001,0.0,0.0,0.0,D
0.0,0.0,0.2,0.0,17.2,1.0034,-0.2196,0.0983,0.0,0.0,0.0,D
0.0,0.0,0.1,0.0,16.4,1.0032,-0.2216,0.0977,0.0,0.0,0.0,D
0.0,0.0,0.1,0.0,16.4,1.0029,-0.223,0.0977,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,15.8,1.0027,-0.2245,0.0987,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,14.5,1.0029,-0.2253,0.0992,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,14.5,1.0022,-0.2267,0.0985,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,13.0,1.0019,-0.2278,0.097,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,13.3,1.002,-0.228,0.0958,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,13.3,1.002,-0.2289,0.0953,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,12.1,1.002,-0.2279,0.0956,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,11.5,1.0016,-0.2271,0.0934,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,11.2,1.0018,-0.228,0.0929,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,11.2,1.0018,-0.2283,0.0927,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,11.3,1.0019,-0.2295,0.0936,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,11.5,1.0016,-0.2297,0.0927,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,11.1,1.0013,-0.231,0.0911,0.0,0.0,0.0,D
0.0,0.0,0.0,0.0,10.8,1.0013,-0.2318,0.0923,0.0,0.0,0.0,D
0.0,0.0,0.0,1.3,11.1,1.0011,-0.2317,0.0912,0.0,0.0,0.0,D
0.0,0.0,0.0,0.7,11.2,1.001,-0.232,0.0907,0.0,0.0,0.0,D
0.0,0.0,0.0,0.4,11.2,1.0003,-0.2342,0.091,0.0,0.0,0.0,D
0.0,0.0,0.0,0.2,11.2,1.0002,-0.2348,0.0908,0.0,0.0,0.0,D
0.0,0.0,0.0,0.1,11.2,1.0,-0.2355,0.0915,0.0,0.0,0.0,D
0.0,0.0,0.0,0.4,11.4,0.9996,-0.2358,0.091,0.0,0.0,0.0,D
0.0,0.0,0.0,1.8,11.4,0.9995,-0.2364,0.0903,0.0,0.0,0.0,D
0.0,0.0,0.0,2.6,11.5,0.9992,-0.2365,0.0902,0.0,0.0,0.0,D
0.0,0.0,0.0,1.5,11.6,0.9994,-0.2365,0.0908,0.0,0.0,0.0,D
0.0,0.0,0.0,0.8,10.4,0.9993,-0.2364,0.0917,0.0,0.0,0.0,D
0.0,0.0,0.0,1.5,10.7,0.9994,-0.2348,0.0917,0.0,0.0,0.0,D
0.0,0.0,0.0,2.6,10.8,0.9993,-0.2344,0.093,0.0,0.0,0.0,D
0.0,0.0,0.0,3.9,11.0,0.9999,-0.2342,0.0938,0.0,0.0,0.0,D
0.0,0.0,0.0,5.2,11.0,0.9999,-0.2336,0.0943,0.0,0.0,0.0,D
0.0,0.0,0.0,6.1,10.3,0.9999,-0.2342,0.095,0.0,0.0,0.0,D
0.0,0.0,0.0,7.4,10.5,1.0,-0.2341,0.0955,0.0,0.0,0.0,D
0.0,0.0,0.0,8.5,10.8,0.9995,-0.2337,0.0952,0.0,0.0,0.0,D
0.0,0.0,0.0,9.2,10.9,0.999,-0.2337,0.0949,0.0,0.0,0.0,D
0.0,0.0,0.0,9.6,11.0,0.9996,-0.2339,0.0948,0.0,0.0,0.0,D
0.0,0.0,0.0,9.8,10.8,0.9998,-0.2342,0.0952,0.0,0.0,0.0,D
0.0,0.0,0.0,8.7,11.0,0.9996,-0.236,0.0948,0.0,0.0,0.0,D
0.0,0.0,0.0,9.0,11.3,0.9994,-0.2362,0.0948,0.0,0.0,0.0,D
20.4,78.7,85.9,88.9,79.5,0.8509,0.5563,0.1575,0.0,0.0,0.0,A
20.4,78.6,85.8,88.9,79.5,0.8511,0.5565,0.1588,0.0,0.0,0.0,A
20.5,78.5,85.8,89.0,79.4,0.8512,0.5566,0.159,0.0,0.0,0.0,A
19.1,78.5,85.9,89.0,78.4,0.851,0.5557,0.1612,0.0,0.0,0.0,A
19.2,78.1,85.9,89.0,78.6,0.8508,0.5555,0.1619,0.0,0.0,0.0,A
18.4,77.7,85.8,89.0,78.8,0.851,0.5553,0.1626,0.0,0.0,0.0,A
19.0,77.4,85.8,89.0,78.9,0.8509,0.5547,0.1646,0.0,0.0,0.0,A
19.6,77.2,85.8,89.0,79.0,0.851,0.5537,0.1659,0.0,0.0,0.0,A
20.2,76.8,85.7,89.0,77.8,0.8514,0.5539,0.1659,0.0,0.0,0.0,A
20.3,76.7,85.6,89.0,78.2,0.8517,0.5529,0.1667,0.0,0.0,0.0,A
20.8,76.7,85.6,89.0,78.5,0.8519,0.5525,0.1681,0.0,0.0,0.0,A
21.1,76.7,85.7,89.1,78.5,0.8519,0.5525,0.1688,0.0,0.0,0.0,A
21.5,76.8,85.7,89.0,78.6,0.8519,0.5524,0.17,0.0,0.0,0.0,A
21.2,76.8,85.7,88.9,78.8,0.8518,0.553,0.1709,0.0,0.0,0.0,A
21.4,76.8,85.7,89.0,79.1,0.8516,0.5533,0.1724,0.0,0.0,0.0,A
21.6,76.8,85.8,88.8,79.3,0.8515,0.5529,0.173,0.0,0.0,0.0,A
21.7,76.9,85.8,88.7,79.5,0.8517,0.5523,0.173,0.0,0.0,0.0,A
21.8,77.0,85.9,88.6,79.7,0.8513,0.5523,0.1732,0.0,0.0,0.0,A
21.9,77.1,85.9,88.5,79.9,0.8514,0.5526,0.1735,0.0,0.0,0.0,A
22.0,77.2,86.0,88.5,80.0,0.8515,0.5527,0.173,0.0,0.0,0.0,A
22.1,77.3,86.0,88.4,80.3,0.8516,0.552,0.1734,0.0,0.0,0.0,A
22.3,77.3,86.1,88.4,80.5,0.8516,0.552,0.1734,0.0,0.0,0.0,A
22.5,77.4,86.1,88.4,80.8,0.8514,0.5512,0.1754,0.0,0.0,0.0,A
22.2,77.5,86.2,88.4,81.1,0.8519,0.5511,0.1748,0.0,0.0,0.0,A
21.5,77.6,86.3,88.4,81.2,0.8521,0.5502,0.175,0.0,0.0,0.0,A
21.4,77.6,86.3,88.4,81.3,0.8523,0.5502,0.1758,0.0,0.0,0.0,A
21.3,77.8,86.4,88.2,81.3,0.8527,0.5492,0.1763,0.0,0.0,0.0,A
21.2,77.9,86.4,88.1,80.8,0.8528,0.5488,0.178,0.0,0.0,0.0,A
21.3,78.0,86.4,88.0,80.3,0.8531,0.5488,0.1771,0.0,0.0,0.0,A
21.4,78.1,86.5,87.9,80.1,0.8534,0.5484,0.1776,0.0,0.0,0.0,A
21.5,78.3,86.5,87.9,80.2,0.8534,0.5488,0.1786,0.0,0.0,0.0,A
21.6,78.4,86.6,87.9,80.0,0.8536,0.5479,0.1788,0.0,0.0,0.0,A
21.7,78.5,86.6,87.9,79.8,0.8535,0.5478,0.1793,0.0,0.0,0.0,A
21.8,78.6,86.6,87.8,79.7,0.8533,0.5474,0.1802,0.0,0.0,0.0,A
21.9,78.6,86.7,87.8,79.7,0.853,0.5474,0.1815,0.0,0.0,0.0,A
22.0,78.7,86.8,87.8,79.7,0.8529,0.5479,0.1813,0.0,0.0,0.0,A
22.2,78.7,86.8,87.8,79.7,0.8529,0.5478,0.1821,0.0,0.0,0.0,A
22.3,78.7,86.8,87.7,79.7,0.8522,0.549,0.1837,0.0,0.0,0.0,A
22.5,78.8,86.8,87.6,79.5,0.8521,0.5494,0.1828,0.0,0.0,0.0,A
22.6,78.8,86.8,87.6,79.5,0.8526,0.5493,0.1823,0.0,0.0,0.0,A
22.7,78.8,86.9,87.6,79.5,0.8525,0.5496,0.1826,0.0,0.0,0.0,A
22.8,78.8,86.9,87.6,79.4,0.8526,0.5485,0.1835,0.0,0.0,0.0,A
23.0,78.8,86.9,87.7,79.4,0.8526,0.5479,0.1841,0.0,0.0,0.0,A
23.1,78.8,86.9,87.7,79.4,0.8526,0.547,0.1844,0.0,0.0,0.0,A
22.6,78.8,86.9,87.7,79.4,0.8529,0.5461,0.1855,0.0,0.0,0.0,A
22.8,78.9,87.0,87.7,79.5,0.8527,0.5474,0.1857,0.0,0.0,0.0,A
22.2,78.9,87.0,87.7,79.5,0.8532,0.5468,0.1861,0.0,0.0,0.0,A
21.7,78.9,87.0,87.8,79.6,0.8534,0.5461,0.1869,0.0,0.0,0.0,A
22.0,78.9,87.0,87.9,79.7,0.8533,0.5456,0.1877,0.0,0.0,0.0,A
22.2,78.9,87.0,87.9,79.7,0.8534,0.544,0.1898,0.0,0.0,0.0,A
22.0,78.9,87.0,88.0,79.7,0.8539,0.544,0.1894,0.0,0.0,0.0,A
22.2,79.0,87.0,88.0,79.7,0.8547,0.5448,0.1866,0.0,0.0,0.0,A
22.3,79.0,87.0,88.0,79.7,0.8547,0.5428,0.1901,0.0,0.0,0.0,A
22.4,79.0,87.0,88.1,79.7,0.8551,0.5425,0.1886,0.0,0.0,0.0,A
22.4,79.0,87.0,88.1,79.7,0.8557,0.5429,0.188,0.0,0.0,0.0,A
22.4,79.0,87.0,88.0,79.7,0.8557,0.5422,0.1891,0.0,0.0,0.0,A
22.3,79.0,87.0,87.8,79.5,0.856,0.5417,0.1886,0.0,0.0,0.0,A
21.8,79.0,87.0,87.7,79.6,0.8564,0.5419,0.1876,0.0,0.0,0.0,A
18.5,79.0,87.0,87.6,79.7,0.8569,0.5394,0.1888,0.0,0.0,0.0,A
0.0,82.0,88.3,93.7,75.9,1.024,0.0098,0.1409,0.0,0.0,0.0,E
0.0,82.2,88.4,93.7,75.8,1.0223,0.0119,0.1475,0.0,0.0,0.0,E
0.0,82.4,88.4,93.8,76.3,1.023,0.0053,0.1454,0.0,0.0,0.0,E
0.0,82.6,88.4,93.9,76.7,1.0226,0.0059,0.1478,0.0,0.0,0.0,E
0.0,82.8,88.4,93.9,77.1,1.0221,0.0093,0.1484,0.0,0.0,0.0,E
0.0,83.0,88.4,93.9,77.3,1.0224,0.0102,0.1478,0.0,0.0,0.0,E
0.0,83.3,88.4,94.0,77.5,1.0223,0.0134,0.1473,0.0,0.0,0.0,E
0.0,83.5,88.1,94.1,75.7,1.0229,0.0139,0.1465,0.0,0.0,0.0,E
0.0,83.7,88.0,94.1,74.7,1.0225,0.0129,0.149,0.0,0.0,0.0,E
0.0,84.0,89.7,94.2,73.8,1.0237,-0.0175,0.1561,0.0,0.0,0.0,E
0.0,84.1,89.9,94.3,73.8,1.023,-0.0142,0.1559,0.0,0.0,0.0,E
0.0,84.1,90.0,94.4,73.0,1.0225,-0.0113,0.1576,0.0,0.0,0.0,E
0.0,84.2,90.3,94.5,73.5,1.022,-0.0095,0.1594,0.0,0.0,0.0,E
0.0,84.2,90.4,94.5,73.0,1.0213,-0.0076,0.161,0.0,0.0,0.0,E
0.0,84.3,90.6,94.6,73.5,1.0209,-0.0075,0.1635,0.0,0.0,0.0,E
0.0,84.3,90.7,94.6,74.2,1.0211,-0.007,0.165,0.0,0.0,0.0,E
0.0,84.4,90.9,94.6,74.8,1.0215,-0.0074,0.1637,0.0,0.0,0.0,E
0.0,84.4,91.0,94.6,75.3,1.0203,-0.0089,0.168,0.0,0.0,0.0,E
0.0,84.5,91.2,94.6,75.7,1.0203,-0.0067,0.1676,0.0,0.0,0.0,E
0.0,84.5,91.3,94.7,76.2,1.0202,-0.0038,0.1694,0.0,0.0,0.0,E
0.0,84.5,91.5,94.7,76.7,1.0206,-0.0016,0.1687,0.0,0.0,0.0,E
0.0,84.5,91.7,94.7,77.1,1.02,-0.0,0.1695,0.0,0.0,0.0,E
0.0,84.6,91.8,94.7,77.4,1.0206,0.0,0.1681,0.0,0.0,0.0,E
0.0,84.6,91.9,94.6,77.7,1.0193,0.0019,0.1731,0.0,0.0,0.0,E
0.0,84.6,92.0,94.6,78.0,1.0192,0.0021,0.1735,0.0,0.0,0.0,E
0.0,84.6,92.1,94.6,78.3,1.019,0.0035,0.175,0.0,0.0,0.0,E
0.0,84.6,92.2,94.7,78.5,1.0197,0.004,0.1744,0.0,0.0,0.0,E
0.0,84.7,92.3,94.7,78.8,1.0193,0.0052,0.1759,0.0,0.0,0.0,E
0.0,84.7,92.4,94.7,78.9,1.0199,0.0059,0.1749,0.0,0.0,0.0,E
0.0,84.7,92.4,94.7,79.1,1.0198,0.0055,0.1755,0.0,0.0,0.0,E
0.0,84.8,92.5,94.7,79.3,1.0191,0.0067,0.1773,0.0,0.0,0.0,E
0.0,84.8,92.4,94.7,79.5,1.0192,0.0078,0.1776,0.0,0.0,0.0,E
0.0,84.9,92.3,94.7,79.7,1.0194,0.0081,0.1771,0.0,0.0,0.0,E
0.0,84.9,92.3,94.7,79.8,1.0198,0.008,0.1769,0.0,0.0,0.0,E
0.0,85.0,92.2,94.7,80.0,1.0195,0.0088,0.177,0.0,0.0,0.0,E
0.0,85.0,92.2,94.7,80.2,1.0198,0.0096,0.1761,0.0,0.0,0.0,E
0.0,85.1,92.2,94.7,80.5,1.0195,0.0104,0.1768,0.0,0.0,0.0,E
0.0,85.0,92.1,94.8,80.6,1.0195,0.0111,0.1769,0.0,0.0,0.0,E
0.0,84.9,91.8,94.8,80.8,1.0203,0.0127,0.174,0.0,0.0,0.0,E
0.0,84.7,91.6,94.8,80.5,1.019,0.0137,0.1778,0.0,0.0,0.0,E
0.0,84.6,91.4,94.8,80.6,1.0187,0.0127,0.1773,0.0,0.0,0.0,E
0.0,84.6,91.4,94.8,80.9,1.0191,0.0116,0.1773,0.0,0.0,0.0,E
