Pulgar (Flexión 0-100),Índice (Flexión 0-100),Corazón (Flexión 0-100),Anular (Flexión 0-100),Meñique (Flexión 0-100),AX (Acelerómetro X en Gs),AY (Acelerómetro Y en Gs),AZ (Acelerómetro Z en Gs),GX (Giroscopio X en grados/seg),GY (Giroscopio Y en grados/seg),GZ (Giroscopio Z en grados/seg)
0.0,27.9,10.9,0.0,0.0,1.3686,-0.0194,-0.9043,0.0,0.0,0.0
0.0,27.8,11.0,0.0,0.0,1.369,-0.02,-0.9029,0.0,0.0,0.0
0.0,27.7,11.1,0.0,0.0,1.3694,-0.0199,-0.9034,0.0,0.0,0.0
0.0,27.6,11.2,0.0,0.0,1.3697,-0.0221,-0.903,0.0,0.0,0.0
0.0,27.5,11.2,0.0,0.0,1.3699,-0.0218,-0.903,0.0,0.0,0.0
0.0,27.4,11.3,0.0,0.0,1.3694,-0.0226,-0.9023,0.0,0.0,0.0
0.0,27.4,11.3,0.0,0.0,1.369,-0.0223,-0.9018,0.0,0.0,0.0
0.0,27.3,11.4,0.0,0.0,1.3687,-0.0228,-0.9018,0.0,0.0,0.0
0.0,27.2,11.4,0.0,0.0,1.3685,-0.0218,-0.9022,0.0,0.0,0.0
0.0,27.2,11.4,0.0,0.0,1.3688,-0.0225,-0.9019,0.0,0.0,0.0
0.0,27.2,11.5,0.0,0.0,1.3693,-0.0228,-0.9012,0.0,0.0,0.0
0.0,27.1,11.5,0.0,0.0,1.3697,-0.0233,-0.9009,0.0,0.0,0.0
0.0,27.1,11.6,0.0,0.0,1.3701,-0.0233,-0.9018,0.0,0.0,0.0
0.0,27.1,11.6,0.0,0.0,1.37,-0.0242,-0.9021,0.0,0.0,0.0
0.0,27.1,11.7,0.0,0.0,1.3699,-0.0244,-0.9012,0.0,0.0,0.0
0.0,27.1,11.7,0.0,0.0,1.37,-0.0247,-0.9019,0.0,0.0,0.0
0.0,27.1,11.7,0.0,0.0,1.3702,-0.0246,-0.9018,0.0,0.0,0.0
0.0,27.1,11.7,0.0,0.0,1.3702,-0.025,-0.9012,0.0,0.0,0.0
0.0,27.2,11.7,0.0,0.0,1.37,-0.0246,-0.9019,0.0,0.0,0.0
0.0,27.2,11.8,0.0,0.0,1.3696,-0.0258,-0.9022,0.0,0.0,0.0
0.0,27.2,11.8,0.0,0.0,1.3696,-0.0256,-0.9023,0.0,0.0,0.0
0.0,27.3,11.9,0.0,0.0,1.3697,-0.0253,-0.9032,0.0,0.0,0.0
0.0,27.3,11.9,0.0,0.0,1.3694,-0.0254,-0.9033,0.0,0.0,0.0
0.0,27.4,11.9,0.0,0.0,1.3692,-0.0255,-0.9036,0.0,0.0,0.0
0.0,27.5,11.9,0.0,0.0,1.3694,-0.0252,-0.9038,0.0,0.0,0.0
0.0,27.6,11.8,0.0,0.0,1.3693,-0.0255,-0.9037,0.0,0.0,0.0
0.0,27.7,11.8,0.0,0.0,1.3686,-0.0252,-0.9043,0.0,0.0,0.0
0.0,27.8,11.8,0.0,0.0,1.368,-0.0253,-0.9038,0.0,0.0,0.0
0.0,28.0,11.8,0.0,0.0,1.3674,-0.0255,-0.9034,0.0,0.0,0.0
0.0,28.1,11.7,0.0,0.0,1.3683,-0.026,-0.9032,0.0,0.0,0.0
0.0,28.3,11.7,0.0,0.0,1.363,-0.0264,-0.9014,0.0,0.0,0.0
0.0,28.5,11.7,0.0,0.0,1.3628,-0.0252,-0.8986,0.0,0.0,0.0
0.0,29.2,11.7,0.0,0.0,1.3647,-0.0244,-0.8993,0.0,0.0,0.0
0.0,30.1,11.4,0.0,0.0,1.3669,-0.0248,-0.9015,0.0,0.0,0.0
0.0,31.2,11.2,0.0,0.0,1.3682,-0.0262,-0.9034,0.0,0.0,0.0
0.0,32.4,10.9,0.0,0.0,1.3681,-0.0262,-0.9033,0.0,0.0,0.0
0.0,33.6,10.6,0.0,0.0,1.3678,-0.0276,-0.9032,0.0,0.0,0.0
0.0,34.7,10.4,0.0,0.0,1.3678,-0.0271,-0.903,0.0,0.0,0.0
0.0,35.8,10.1,0.0,0.0,1.3682,-0.0298,-0.9009,0.0,0.0,0.0
0.0,36.7,9.9,0.0,0.0,1.3686,-0.0281,-0.9015,0.0,0.0,0.0
0.0,37.6,9.7,0.0,0.0,1.3684,-0.03,-0.9007,0.0,0.0,0.0
0.0,38.4,9.5,0.0,0.0,1.3678,-0.0282,-0.9001,0.0,0.0,0.0
0.0,39.1,9.3,0.0,0.0,1.3678,-0.0298,-0.8991,0.0,0.0,0.0
0.0,39.7,9.2,0.0,0.0,1.368,-0.0293,-0.8996,0.0,0.0,0.0
0.0,40.3,9.1,0.0,0.0,1.3681,-0.0297,-0.899,0.0,0.0,0.0
0.0,40.8,9.1,0.0,0.0,1.3684,-0.0304,-0.8981,0.0,0.0,0.0
49.3,0.0,100.0,79.1,100.0,0.405,0.9768,-1.0755,0.0,0.0,0.0
49.4,0.0,100.0,78.8,100.0,0.4082,0.9772,-1.0727,0.0,0.0,0.0
49.3,0.0,100.0,78.6,100.0,0.4128,0.9727,-1.0663,0.0,0.0,0.0
49.2,0.0,100.0,78.5,100.0,0.4121,0.9765,-1.068,0.0,0.0,0.0
49.0,0.0,100.0,78.3,100.0,0.4088,0.9832,-1.0637,0.0,0.0,0.0
48.9,0.0,100.0,78.2,100.0,0.4112,0.9787,-1.0633,0.0,0.0,0.0
48.8,0.0,100.0,78.2,100.0,0.4102,0.9802,-1.062,0.0,0.0,0.0
48.6,0.0,100.0,78.1,100.0,0.407,0.9792,-1.0602,0.0,0.0,0.0
48.5,0.0,100.0,78.1,100.0,0.4076,0.9773,-1.0567,0.0,0.0,0.0
148.1,0.0,100.0,78.2,100.0,0.4089,0.973,-1.0509,0.0,0.0,0.0
47.9,0.0,100.0,78.2,100.0,0.4092,0.9739,-1.0492,0.0,0.0,0.0
47.8,0.0,100.0,78.3,100.0,0.4102,0.973,-1.0501,0.0,0.0,0.0
47.7,0.0,100.0,78.3,100.0,0.411,0.9745,-1.0487,0.0,0.0,0.0
47.6,0.0,100.0,78.4,100.0,0.4108,0.9745,-1.0504,0.0,0.0,0.0
47.5,0.0,100.0,78.4,100.0,0.411,0.9752,-1.0502,0.0,0.0,0.0
47.3,0.0,100.0,78.5,100.0,0.4122,0.9747,-1.0501,0.0,0.0,0.0
47.2,0.0,100.0,78.7,100.0,0.4128,0.9757,-1.0501,0.0,0.0,0.0
47.2,0.0,100.0,78.8,100.0,0.4138,0.9774,-1.0513,0.0,0.0,0.0
47.1,0.0,100.0,79.0,100.0,0.4142,0.9788,-1.0501,0.0,0.0,0.0
47.1,0.0,100.0,79.1,100.0,0.4152,0.9795,-1.0524,0.0,0.0,0.0
47.1,0.0,100.0,79.2,100.0,0.4156,0.9811,-1.0515,0.0,0.0,0.0
47.1,0.0,100.0,79.2,100.0,0.4166,0.9806,-1.0529,0.0,0.0,0.0
47.1,0.0,100.0,79.3,100.0,0.4159,0.9821,-1.0519,0.0,0.0,0.0
47.1,0.0,100.0,79.4,100.0,0.4153,0.9815,-1.0505,0.0,0.0,0.0
47.2,0.0,100.0,79.5,100.0,0.4145,0.9803,-1.0491,0.0,0.0,0.0
47.2,0.0,100.0,79.6,100.0,0.4145,0.9803,-1.0488,0.0,0.0,0.0
47.3,0.0,100.0,79.6,100.0,0.4154,0.9783,-1.0482,0.0,0.0,0.0
47.3,0.0,100.0,79.7,100.0,0.4167,0.9768,-1.049,0.0,0.0,0.0
47.3,0.0,100.0,79.8,100.0,0.418,0.9773,-1.0499,0.0,0.0,0.0
47.4,0.0,100.0,79.9,100.0,0.4189,0.9772,-1.049,0.0,0.0,0.0
47.4,0.0,100.0,79.9,100.0,0.4203,0.978,-1.0505,0.0,0.0,0.0
47.5,0.0,100.0,80.0,100.0,0.4202,0.979,-1.0491,0.0,0.0,0.0
47.5,0.0,100.0,80.0,100.0,0.4206,0.9785,-1.0489,0.0,0.0,0.0
47.5,0.0,100.0,79.9,100.0,0.4196,0.9789,-1.0471,0.0,0.0,0.0
47.6,0.0,100.0,79.8,100.0,0.4204,0.9793,-1.0469,0.0,0.0,0.0
47.6,0.0,100.0,79.7,100.0,0.421,0.9795,-1.0474,0.0,0.0,0.0
47.6,0.0,100.0,79.6,100.0,0.422,0.9797,-1.0472,0.0,0.0,0.0
47.6,0.0,100.0,79.5,100.0,0.4226,0.9804,-1.0481,0.0,0.0,0.0
47.6,0.0,100.0,79.4,100.0,0.4224,0.98,-1.0472,0.0,0.0,0.0
47.7,0.0,100.0,79.3,100.0,0.4226,0.9804,-1.0471,0.0,0.0,0.0
47.7,0.0,100.0,79.3,100.0,0.4242,0.9807,-1.0466,0.0,0.0,0.0
47.7,0.0,100.0,79.2,100.0,0.423,0.9818,-1.048,0.0,0.0,0.0
47.7,0.0,100.0,79.2,100.0,0.423,0.9821,-1.0461,0.0,0.0,0.0
47.8,0.0,100.0,79.2,100.0,0.4232,0.9824,-1.0459,0.0,0.0,0.0
47.8,0.0,100.0,79.2,100.0,0.4229,0.9836,-1.0456,0.0,0.0,0.0
47.8,0.0,100.0,79.1,100.0,0.4229,0.9835,-1.0449,0.0,0.0,0.0
47.8,0.0,100.0,79.1,100.0,0.4219,0.9833,-1.0428,0.0,0.0,0.0
47.8,0.0,100.0,79.1,100.0,0.4215,0.9823,-1.0428,0.0,0.0,0.0
47.8,0.0,100.0,79.1,100.0,0.4216,0.9826,-1.0418,0.0,0.0,0.0
47.9,0.0,100.0,79.2,100.0,0.422,0.9818,-1.0416,0.0,0.0,0.0
47.8,0.0,100.0,79.2,100.0,0.423,0.981,-1.0404,0.0,0.0,0.0
47.7,0.0,100.0,79.2,100.0,0.4237,0.9803,-1.0405,0.0,0.0,0.0
47.6,0.0,100.0,79.1,100.0,0.4241,0.9808,-1.041,0.0,0.0,0.0
47.5,0.0,100.0,79.1,100.0,0.4245,0.9809,-1.0405,0.0,0.0,0.0
47.3,0.0,100.0,79.1,100.0,0.4242,0.9828,-1.041,0.0,0.0,0.0
47.3,0.0,100.0,79.1,100.0,0.4243,0.9823,-1.0411,0.0,0.0,0.0
47.2,0.0,100.0,79.0,100.0,0.425,0.983,-1.0414,0.0,0.0,0.0
47.2,0.0,100.0,79.0,100.0,0.4266,0.9837,-1.0425,0.0,0.0,0.0
47.1,0.0,100.0,79.0,100.0,0.4274,0.9844,-1.0423,0.0,0.0,0.0
47.0,0.0,100.0,79.0,100.0,0.4281,0.9843,-1.0418,0.0,0.0,0.0
47.0,0.0,100.0,79.0,100.0,0.4285,0.9835,-1.0408,0.0,0.0,0.0
46.9,0.0,100.0,78.9,100.0,0.4293,0.9821,-1.0381,0.0,0.0,0.0
47.0,0.0,100.0,78.9,100.0,0.429,0.9818,-1.0383,0.0,0.0,0.0
47.1,0.0,100.0,78.9,100.0,0.4288,0.982,-1.0362,0.0,0.0,0.0
47.1,0.0,100.0,78.8,100.0,0.4286,0.982,-1.0369,0.0,0.0,0.0
47.1,0.0,100.0,78.8,100.0,0.4287,0.9836,-1.0368,0.0,0.0,0.0
47.1,0.0,100.0,78.6,100.0,0.4293,0.9833,-1.0393,0.0,0.0,0.0
47.2,0.0,100.0,78.3,100.0,0.4305,0.9857,-1.0372,0.0,0.0,0.0
47.1,0.0,100.0,78.0,100.0,0.4317,0.9854,-1.0389,0.0,0.0,0.0
47.1,0.0,100.0,77.6,100.0,0.4323,0.9879,-1.0372,0.0,0.0,0.0
47.0,0.0,100.0,77.3,100.0,0.433,0.9879,-1.0388,0.0,0.0,0.0
46.8,0.0,100.0,77.0,100.0,0.4341,0.9896,-1.0351,0.0,0.0,0.0
46.8,0.0,100.0,76.6,100.0,0.4346,0.9881,-1.0361,0.0,0.0,0.0
46.9,0.0,100.0,76.2,100.0,0.4347,0.9894,-1.0344,0.0,0.0,0.0
46.9,0.0,100.0,75.8,100.0,0.4346,0.9887,-1.0355,0.0,0.0,0.0
46.9,0.0,100.0,75.5,100.0,0.4345,0.9889,-1.0312,0.0,0.0,0.0
46.8,0.0,100.0,75.3,100.0,0.4355,0.9847,-1.032,0.0,0.0,0.0
46.6,0.0,100.0,75.1,100.0,0.4339,0.9867,-1.0264,0.0,0.0,0.0
46.4,0.0,100.0,74.9,100.0,0.4341,0.9848,-1.0304,0.0,0.0,0.0
46.3,0.0,100.0,74.7,100.0,0.4346,0.9846,-1.0244,0.0,0.0,0.0
46.3,0.0,100.0,74.6,100.0,0.4357,0.9819,-1.0278,0.0,0.0,0.0
46.3,0.0,100.0,74.7,100.0,0.4355,0.983,-1.0236,0.0,0.0,0.0
46.4,0.0,100.0,74.8,100.0,0.4369,0.9804,-1.0257,0.0,0.0,0.0
46.5,0.0,100.0,75.1,100.0,0.4373,0.9811,-1.0217,0.0,0.0,0.0
46.7,0.0,100.0,75.4,100.0,0.4379,0.9798,-1.0237,0.0,0.0,0.0
46.8,0.0,100.0,75.6,100.0,0.4375,0.9807,-1.019,0.0,0.0,0.0
47.0,0.0,100.0,75.9,100.0,0.4381,0.9791,-1.0218,0.0,0.0,0.0
47.2,0.0,100.0,76.1,100.0,0.4371,0.9801,-1.017,0.0,0.0,0.0
47.4,0.0,100.0,76.3,100.0,0.4375,0.978,-1.0191,0.0,0.0,0.0
47.6,0.0,100.0,76.5,100.0,0.4376,0.9788,-1.0162,0.0,0.0,0.0
47.7,0.0,100.0,76.6,100.0,0.4391,0.9777,-1.019,0.0,0.0,0.0
47.9,0.0,100.0,76.7,100.0,0.4396,0.979,-1.0164,0.0,0.0,0.0
48.0,0.0,100.0,76.7,100.0,0.4416,0.9784,-1.0179,0.0,0.0,0.0
48.0,0.0,100.0,76.8,100.0,0.4421,0.9801,-1.0155,0.0,0.0,0.0
48.0,0.0,100.0,76.9,100.0,0.4431,0.9804,-1.0185,0.0,0.0,0.0
48.1,0.0,100.0,77.1,100.0,0.4432,0.9828,-1.017,0.0,0.0,0.0
48.0,0.0,100.0,77.3,100.0,0.4439,0.9831,-1.0185,0.0,0.0,0.0
47.9,0.0,100.0,77.2,100.0,0.4441,0.9838,-1.0161,0.0,0.0,0.0
47.8,0.0,100.0,77.3,100.0,0.4446,0.9825,-1.0162,0.0,0.0,0.0
47.8,0.0,100.0,77.4,100.0,0.4453,0.9824,-1.0149,0.0,0.0,0.0
47.7,0.0,100.0,77.5,100.0,0.4453,0.9817,-1.0151,0.0,0.0,0.0
47.6,0.0,100.0,77.7,100.0,0.4443,0.9799,-1.0132,0.0,0.0,0.0
47.6,0.0,100.0,77.9,100.0,0.444,0.9802,-1.0136,0.0,0.0,0.0
47.6,0.0,100.0,78.1,100.0,0.443,0.9795,-1.0154,0.0,0.0,0.0
47.6,0.0,100.0,78.2,100.0,0.4419,0.9801,-1.0121,0.0,0.0,0.0
0.0,0.0,0.0,17.7,0.0,0.8934,0.7348,-0.3693,-4.3608,0.0,-6.8559
0.0,0.0,0.0,19.1,0.0,0.8936,0.7336,-0.3718,-4.0787,0.0,-6.7507
0.0,0.0,0.0,20.2,0.0,0.8921,0.736,-0.3692,-4.1943,0.0,-6.7187
0.0,0.0,0.0,21.2,0.0,0.8923,0.7342,-0.3687,0.0,0.0,-6.5288
0.0,0.0,0.0,21.6,0.0,0.8911,0.7344,-0.3657,0.0,0.0,-6.564
0.0,0.0,0.0,22.3,0.0,0.8906,0.7331,-0.3635,0.0,0.0,-6.4979
0.0,0.0,0.0,23.2,0.0,0.8894,0.7334,-0.3603,0.0,0.0,-6.4545
0.0,0.0,0.0,24.2,0.0,0.8901,0.7313,-0.3596,0.0,0.0,-6.3796
0.0,0.0,0.0,24.1,0.0,0.8886,0.7309,-0.3558,0.0,0.0,-6.4305
58.2,100.0,65.3,39.1,0.0,1.3306,0.0298,-0.9293,-13.3348,4.7927,0.0
58.0,100.0,65.4,38.5,0.0,1.3298,0.0176,-0.9162,-16.7225,0.0,0.0
58.0,100.0,65.4,38.6,0.0,1.3274,-0.0018,-0.962,-19.5966,-4.4726,0.0
57.3,100.0,65.4,38.4,0.0,1.3262,-0.0127,-1.0253,-19.1268,-6.598,0.0
57.0,100.0,65.4,38.2,0.0,1.3229,-0.0086,-1.0734,-15.5803,-6.0436,-4.2125
56.5,100.0,65.2,38.5,0.0,1.3215,0.0145,-1.1141,-5.5244,0.0,-10.0457
56.5,100.0,65.0,39.2,0.0,1.3235,0.065,-1.1217,0.0,0.0,-15.0598
56.6,100.0,64.8,39.6,0.0,1.3283,0.1175,-1.1034,4.3384,5.8556,-14.1968
56.8,100.0,64.5,40.0,0.0,1.3317,0.1452,-1.0724,0.0,11.0394,-10.1476
56.4,100.0,64.3,40.5,0.0,1.3272,0.1366,-1.0083,0.0,13.0674,-5.1126
55.9,100.0,64.1,40.2,0.0,1.3256,0.0974,-0.9604,-7.6685,9.3072,0.0
55.7,100.0,63.9,39.6,0.0,1.3239,0.0609,-0.9513,-14.7724,0.0,0.0
55.7,100.0,63.7,38.9,0.0,1.3233,0.0376,-0.9946,-21.0079,-7.4016,0.0
55.9,100.0,63.6,37.9,0.0,1.321,0.0292,-1.0623,-22.5069,-9.199,0.0
56.2,100.0,63.6,37.9,0.0,1.3166,0.0342,-1.1217,-17.8179,-6.4983,-4.6156
56.2,100.0,63.6,37.6,0.0,1.31,0.045,-1.1556,0.0,0.0,-12.0627
56.3,100.0,63.4,37.0,0.0,1.3132,0.1069,-1.1549,7.9895,5.1159,-17.8086
56.6,100.0,63.2,36.6,0.0,1.3185,0.1868,-1.1156,7.3709,11.4088,-17.0112
56.4,100.0,62.8,36.0,0.0,1.3099,0.2152,-1.0482,0.0,14.722,-10.6173
56.3,100.0,62.6,35.8,0.0,1.3046,0.169,-0.989,-9.7746,12.2894,0.0
56.4,100.0,62.3,34.2,0.0,1.3086,0.0958,-0.9772,-18.8885,4.8749,0.0
56.5,100.0,62.1,33.8,0.0,1.3105,0.0314,-1.0014,-22.1269,0.0,0.0
56.5,100.0,62.0,33.9,0.0,1.3125,0.0133,-1.0498,-24.6598,0.0,0.0
56.7,100.0,61.9,34.0,0.0,1.315,0.0089,-1.1021,-34.5249,0.0,0.0
56.8,100.0,62.0,33.9,0.0,1.3137,0.0178,-1.1311,-22.9669,0.0,-5.0224
56.6,100.0,61.9,33.5,0.0,1.3056,0.0305,-1.1596,0.0,4.0709,-13.6983
56.6,100.0,61.7,33.8,0.0,1.2992,0.109,-1.1455,12.4956,9.0408,-22.8356
56.8,100.0,61.5,34.4,0.0,1.295,0.2091,-1.0963,11.9593,14.5252,-22.3783
57.0,100.0,61.4,35.4,0.0,1.2919,0.2395,-1.037,6.8811,16.7336,-14.7263
57.1,100.0,61.1,36.4,0.0,1.2919,0.2325,-0.9809,0.0,15.8159,-6.7654
57.3,100.0,61.0,37.5,0.0,1.2955,0.1804,-0.9405,-14.2715,10.1159,0.0
57.5,100.0,60.9,37.9,0.0,1.2999,0.1195,-0.9514,-26.3488,0.0,0.0
57.8,100.0,60.9,37.6,0.0,1.2978,0.0661,-1.0017,-30.8786,-5.5268,0.0
58.0,100.0,60.8,36.1,0.0,1.2928,0.0566,-1.0805,-28.147,-7.4796,-5.4751
58.1,100.0,60.6,34.9,0.0,1.2888,0.0774,-1.1498,-18.9626,-4.734,-11.4981
58.3,100.0,60.5,34.6,0.0,1.2871,0.1033,-1.1906,0.0,0.0,-18.5203
58.4,100.0,60.4,34.7,0.0,1.2784,0.1282,-1.1978,15.3407,6.151,-25.8877
58.7,100.0,60.3,34.9,0.0,1.2774,0.1961,-1.1605,16.919,12.9091,-31.2251
58.8,100.0,60.2,35.1,0.0,1.2722,0.2627,-1.0829,7.7556,15.4601,-27.4021
58.9,100.0,60.3,35.3,0.0,1.2709,0.281,-1.0096,-6.1885,10.3399,-19.6737
59.0,100.0,60.4,35.2,0.0,1.2812,0.2375,-0.9982,-19.2511,0.0,-11.6967
59.1,100.0,60.5,34.1,0.0,1.2889,0.18,-1.0281,-28.2334,-8.6711,-8.3235
59.1,100.0,60.6,31.7,0.0,1.2883,0.1501,-1.08,-26.9243,-12.7079,-9.0593
59.1,100.0,60.7,29.3,0.0,1.2809,0.1402,-1.1373,-21.1454,-13.48,-11.7773
59.2,100.0,60.9,27.9,0.0,1.2718,0.1481,-1.204,-15.1864,-10.3313,-14.8801
59.1,100.0,61.1,26.1,0.0,1.2692,0.1674,-1.2387,-4.9889,-5.2998,-18.8809
59.1,100.0,61.2,25.2,0.0,1.2691,0.1922,-1.2596,6.2491,0.0,-22.9977
59.2,100.0,61.1,25.0,0.0,1.2634,0.2386,-1.2511,17.0221,8.6991,-28.2715
59.0,100.0,60.9,25.4,0.0,1.2548,0.3003,-1.1957,17.6041,15.8665,-30.1423
58.9,100.0,60.7,25.7,0.0,1.2501,0.3357,-1.1065,8.4569,17.2996,-25.7001
58.8,100.0,60.6,25.3,0.0,1.2556,0.3105,-1.0173,-9.8626,9.9245,-16.7716
58.7,100.0,60.5,24.6,0.0,1.2782,0.2287,-1.0071,-20.4143,0.0,-9.9382
58.7,100.0,60.3,23.8,0.0,1.2902,0.1731,-1.0343,-24.4116,-6.7001,-7.7577
58.4,100.0,60.2,22.4,0.0,1.2886,0.1459,-1.0654,-21.355,-10.1279,-8.2517
57.3,100.0,59.9,20.5,0.0,1.2832,0.1448,-1.1253,-16.5811,-12.2648,-11.9329
56.7,100.0,59.7,19.5,0.0,1.274,0.1663,-1.1815,-10.6754,-9.5522,-15.9452
56.2,100.0,59.3,19.5,0.0,1.2699,0.192,-1.2223,0.0,0.0,-20.0113
56.0,100.0,58.8,19.9,0.0,1.2648,0.2407,-1.2295,10.6521,9.8862,-24.873
55.9,100.0,58.5,20.6,0.0,1.2588,0.2949,-1.1839,14.5642,18.4135,-26.9043
56.0,100.0,58.4,21.4,0.0,1.2553,0.3359,-1.1059,7.2004,22.5209,-24.4524
56.0,100.0,58.3,22.3,0.0,1.2514,0.3461,-1.0111,0.0,19.1046,-20.2906
56.1,100.0,58.3,22.3,0.0,1.2669,0.2995,-0.9552,-17.2899,7.8475,-16.5649
56.0,100.0,58.5,22.3,0.0,1.2854,0.258,-0.9712,-28.5759,-5.8275,-14.8904
56.1,100.0,58.8,22.2,0.0,1.2953,0.2285,-1.0332,-30.6464,-13.4547,-13.9795
56.2,100.0,58.9,21.0,0.0,1.2943,0.2248,-1.0959,-26.7197,-14.9613,-14.5795
55.9,100.0,58.9,20.8,0.0,1.2854,0.2449,-1.1529,-22.4261,-13.3355,-15.728
55.5,100.0,59.1,21.1,0.0,1.2789,0.2608,-1.1998,-13.8864,-7.2906,-17.3287
55.2,100.0,59.1,21.7,0.0,1.27,0.2777,-1.2201,6.1422,0.0,-22.4267
55.1,100.0,58.9,22.1,0.0,1.26,0.3447,-1.2132,20.1312,9.0136,-30.4194
55.0,100.0,58.4,22.9,0.0,1.2495,0.4023,-1.1655,19.6389,15.1855,-30.561
54.7,100.0,58.0,23.8,0.0,1.2478,0.4088,-1.0877,11.7218,16.9493,-26.8822
54.2,100.0,58.0,24.8,0.0,1.2538,0.3967,-1.0108,0.0,10.6046,-21.7683
54.0,100.0,58.4,25.2,0.0,1.2711,0.362,-0.9909,-15.2257,0.0,-17.9071
53.6,100.0,58.9,25.4,0.0,1.2848,0.314,-1.015,-21.8175,-9.1406,-13.2449
53.6,100.0,59.4,25.1,0.0,1.2835,0.2763,-1.0505,-19.9615,-14.5907,-12.8856
53.7,100.0,59.7,24.6,0.0,1.2787,0.256,-1.1062,-14.9223,-17.0111,-14.3003
52.8,100.0,60.0,24.6,0.0,1.2702,0.2585,-1.1896,0.0,-14.6819,-18.7889
52.4,100.0,60.3,24.6,0.0,1.2663,0.2642,-1.2508,12.8811,-7.7184,-24.4935
52.5,100.0,60.5,24.9,0.0,1.2635,0.2921,-1.2647,19.0642,0.0,-29.6437
52.7,100.0,60.7,25.7,0.0,1.264,0.3376,-1.2451,16.6183,11.39,-34.2109
52.9,100.0,60.8,26.1,0.0,1.2466,0.3555,-1.135,-7.3089,15.4845,-29.5993
53.3,100.0,60.9,26.2,0.0,1.2607,0.3125,-1.0471,-20.6801,9.6497,-25.9564
53.6,100.0,60.9,25.7,0.0,1.2811,0.2803,-1.0115,-31.9386,0.0,-24.6572
53.6,100.0,60.9,25.6,0.0,1.2947,0.2477,-1.0089,-30.6987,-7.6505,-22.9338
53.8,100.0,60.9,25.3,0.0,1.2965,0.2364,-1.0288,-28.7561,-14.8878,-21.1071
54.2,100.0,61.0,25.6,0.0,1.2922,0.2421,-1.0846,-19.3704,-19.5732,-23.015
54.6,100.0,61.0,26.1,0.0,1.2822,0.2604,-1.1673,-9.1927,-18.8328,-25.1542
54.9,100.0,61.0,26.8,0.0,1.2737,0.273,-1.2276,0.0,-13.045,-28.0712
55.1,100.0,61.0,27.3,0.0,1.2637,0.2864,-1.2557,10.0933,-4.9673,-31.333
55.2,100.0,61.0,27.6,0.0,1.2612,0.3083,-1.2514,14.6758,4.5278,-35.1802
55.4,100.0,61.0,27.4,0.0,1.2557,0.3592,-1.2086,12.1306,12.2795,-36.7624
55.6,100.0,61.0,26.8,0.0,1.2497,0.3829,-1.1115,0.0,15.7736,-36.6529
55.8,100.0,61.0,25.0,0.0,1.2453,0.3853,-1.0215,-18.5952,0.0,-32.9772
56.1,100.0,61.0,24.0,0.0,1.2719,0.3685,-1.0364,-33.5904,-17.039,-26.0477
56.4,100.0,61.0,23.8,0.0,1.2782,0.3628,-1.0606,-28.6159,-21.523,-23.1516
56.6,100.0,61.0,23.7,0.0,1.2696,0.337,-1.0808,-24.1709,-25.7449,-17.4115
0.0,0.0,0.0,53.3,100.0,1.3749,0.0546,-0.861,0.0,0.0,0.0
0.0,0.0,0.0,53.3,100.0,1.3752,0.056,-0.8606,0.0,0.0,0.0
0.0,0.0,0.0,53.2,100.0,1.3752,0.0557,-0.8548,0.0,0.0,0.0
0.0,0.0,0.0,53.1,100.0,1.3751,0.0551,-0.8514,0.0,0.0,0.0
0.0,0.0,0.0,53.1,100.0,1.3746,0.0539,-0.8502,0.0,0.0,0.0
0.0,0.0,0.0,53.0,100.0,1.3745,0.0546,-0.85,0.0,0.0,0.0
0.0,0.0,0.0,52.9,100.0,1.3742,0.0539,-0.8461,0.0,0.0,0.0
0.0,0.0,0.0,52.8,100.0,1.374,0.0569,-0.8389,0.0,0.0,0.0
0.0,0.0,0.0,52.6,100.0,1.3735,0.0545,-0.8313,0.0,0.0,0.0
50.0,0.0,0.0,54.7,100.0,1.361,0.0635,-0.7019,0.0,0.0,0.0
0.0,0.0,0.0,54.9,100.0,1.3605,0.0618,-0.7028,0.0,0.0,0.0
0.0,0.0,0.0,55.1,100.0,1.3613,0.0638,-0.7025,0.0,0.0,0.0
0.0,0.0,0.0,55.3,100.0,1.3609,0.061,-0.701,0.0,0.0,0.0
0.0,0.0,0.0,55.5,100.0,1.3614,0.0636,-0.7011,0.0,0.0,0.0
0.0,0.0,0.0,55.7,100.0,1.3611,0.0621,-0.7012,0.0,0.0,0.0
0.0,0.0,0.0,55.8,100.0,1.3612,0.0631,-0.7012,0.0,0.0,0.0
0.0,0.0,0.0,56.0,100.0,1.3609,0.0613,-0.702,0.0,0.0,0.0
0.0,0.0,0.0,56.1,100.0,1.3609,0.0609,-0.7019,0.0,0.0,0.0
0.0,0.0,0.0,56.2,100.0,1.3611,0.0624,-0.7017,0.0,0.0,0.0
0.0,0.0,0.0,56.4,100.0,1.361,0.0605,-0.7004,0.0,0.0,0.0
0.0,0.0,0.0,56.5,100.0,1.3609,0.0594,-0.7016,0.0,0.0,0.0
0.0,0.0,0.0,56.7,100.0,1.3612,0.0606,-0.702,0.0,0.0,0.0
0.0,0.0,0.0,56.9,100.0,1.3609,0.0605,-0.7014,0.0,0.0,0.0
0.0,0.0,0.0,57.0,100.0,1.3614,0.061,-0.7003,0.0,0.0,0.0
