Pulgar (Flexión 0-100),Índice (Flexión 0-100),Corazón (Flexión 0-100),Anular (Flexión 0-100),Meñique (Flexión 0-100),AX (Acelerómetro X en Gs),AY (Acelerómetro Y en Gs),AZ (Acelerómetro Z en Gs),GX (Giroscopio X en grados/seg),GY (Giroscopio Y en grados/seg),GZ (Giroscopio Z en grados/seg)
40.6,92.2,69.0,67.2,65.9,1.0754,-0.1176,-0.1373,0.0,0.0,0.0
40.7,92.2,68.9,67.2,65.8,1.0753,-0.1186,-0.1375,0.0,0.0,0.0
40.7,92.2,68.9,67.2,65.7,1.0747,-0.119,-0.1371,0.0,0.0,0.0
40.7,92.2,68.8,67.1,65.7,1.0748,-0.1193,-0.1376,0.0,0.0,0.0
40.8,92.3,68.8,67.1,65.7,1.075,-0.1182,-0.1378,0.0,0.0,0.0
40.8,92.4,68.7,67.1,65.7,1.075,-0.1185,-0.1385,0.0,0.0,0.0
40.7,92.5,68.7,67.1,65.8,1.0747,-0.1183,-0.1377,0.0,0.0,0.0
40.6,92.7,68.6,67.1,66.0,1.075,-0.1188,-0.1386,0.0,0.0,0.0
40.6,92.8,68.6,67.1,66.2,1.075,-0.1168,-0.138,0.0,0.0,0.0
40.5,92.9,68.6,67.1,66.5,1.0752,-0.1173,-0.1394,0.0,0.0,0.0
40.4,93.0,68.6,67.1,66.7,1.0749,-0.1162,-0.139,0.0,0.0,0.0
40.4,93.1,68.5,67.1,67.0,1.0747,-0.1162,-0.139,0.0,0.0,0.0
40.3,93.2,68.5,67.1,67.2,1.0735,-0.1173,-0.1371,0.0,0.0,0.0
40.3,93.3,68.5,67.1,67.5,1.0739,-0.1168,-0.1382,0.0,0.0,0.0
40.3,93.3,68.5,67.1,67.7,1.0734,-0.1173,-0.137,0.0,0.0,0.0
40.3,93.4,68.5,67.1,67.8,1.0736,-0.1175,-0.1375,0.0,0.0,0.0
40.3,93.5,68.5,67.0,67.9,1.0735,-0.1172,-0.1371,0.0,0.0,0.0
40.3,93.5,68.5,67.0,67.9,1.0724,-0.1178,-0.1352,0.0,0.0,0.0
40.3,93.6,68.5,67.0,67.8,1.073,-0.1187,-0.1366,0.0,0.0,0.0
40.3,93.6,68.6,67.0,67.7,1.0746,-0.1193,-0.1399,0.0,0.0,0.0
40.3,93.7,68.6,67.0,67.6,1.0758,-0.1181,-0.1412,0.0,0.0,0.0
40.3,93.8,68.6,66.9,67.5,1.0742,-0.1229,-0.14,0.0,0.0,0.0
40.3,93.8,68.6,66.9,67.1,1.0727,-0.123,-0.1383,0.0,0.0,0.0
40.2,93.9,68.5,66.9,66.9,1.0703,-0.1211,-0.1337,0.0,0.0,0.0
40.2,93.9,68.5,66.9,66.8,1.0683,-0.1245,-0.1333,0.0,0.0,0.0
0.0,0.0,25.3,0.0,0.0,1.3424,-0.1168,-0.7927,0.0,0.0,-6.6608
0.0,0.0,25.1,0.0,0.0,1.3449,-0.1103,-0.7918,0.0,0.0,-7.1996
0.0,0.0,24.8,0.0,0.0,1.3468,-0.1083,-0.7902,0.0,0.0,-7.2341
0.0,0.0,24.8,0.0,0.0,1.349,-0.1071,-0.7878,0.0,0.0,-7.2705
0.0,0.0,24.9,0.0,0.0,1.3499,-0.1028,-0.7868,0.0,0.0,-7.1758
0.0,0.0,25.0,0.0,0.0,1.3508,-0.1013,-0.7917,0.0,0.0,-7.1196
0.0,0.0,25.2,0.0,0.0,1.3513,-0.0997,-0.7923,0.0,0.0,-7.0865
0.0,0.0,25.4,0.0,0.0,1.3518,-0.0994,-0.7927,0.0,0.0,-7.169
0.0,0.0,25.7,0.0,0.0,1.3531,-0.0987,-0.7935,0.0,0.0,-7.176
0.0,0.0,25.3,0.0,0.0,1.355,-0.0948,-0.7923,0.0,0.0,-6.7454
0.0,0.0,24.9,0.0,0.0,1.3556,-0.0953,-0.7914,0.0,0.0,-6.6581
0.0,0.0,24.9,0.0,0.0,1.3559,-0.095,-0.7916,0.0,0.0,-6.63
0.0,0.0,24.9,0.0,0.0,1.3561,-0.0946,-0.7921,0.0,0.0,-6.652
0.0,0.0,24.8,0.0,0.0,1.3565,-0.0955,-0.7916,0.0,0.0,-6.6283
0.0,0.0,24.6,0.0,0.0,1.3564,-0.0975,-0.7911,0.0,0.0,-6.6375
0.0,0.0,24.1,0.0,0.0,1.3563,-0.0986,-0.7912,0.0,0.0,-6.6664
0.0,0.0,23.5,0.0,0.0,1.3562,-0.0992,-0.7904,0.0,0.0,-6.6039
0.0,0.0,22.8,0.0,0.0,1.3553,-0.1005,-0.7894,0.0,0.0,-6.5491
0.0,0.0,22.3,0.0,0.0,1.3546,-0.1024,-0.7897,0.0,0.0,-6.5342
0.0,0.0,21.9,0.0,0.0,1.3546,-0.1034,-0.7884,0.0,0.0,-6.5284
0.0,0.0,21.8,0.0,0.0,1.3541,-0.104,-0.7888,0.0,0.0,-6.5827
0.0,0.0,22.1,0.0,0.0,1.3542,-0.1038,-0.7891,0.0,0.0,-6.6217
0.0,0.0,22.4,0.0,0.0,1.3541,-0.1037,-0.7885,0.0,0.0,-6.6331
0.0,0.0,22.6,0.0,0.0,1.3537,-0.1043,-0.7886,0.0,0.0,-6.6281
0.0,0.0,22.7,0.0,0.0,1.3533,-0.1042,-0.789,0.0,0.0,-6.6319
0.0,0.0,22.5,0.0,0.0,1.3537,-0.1044,-0.7903,0.0,0.0,-6.6492
0.0,0.0,22.3,0.0,0.0,1.3534,-0.1047,-0.7913,0.0,0.0,-6.7937
0.0,0.0,22.0,0.0,0.0,1.3543,-0.1035,-0.7894,0.0,0.0,-6.7055
0.0,0.0,21.8,0.0,0.0,1.3554,-0.1033,-0.7901,0.0,0.0,-6.7161
0.0,0.0,21.7,0.0,0.0,1.3554,-0.1037,-0.7898,0.0,0.0,-6.744
0.0,0.0,21.6,0.0,0.0,1.3551,-0.1038,-0.7919,0.0,0.0,-6.8157
0.0,0.0,21.5,0.0,0.0,1.3552,-0.1038,-0.7931,0.0,0.0,-6.9077
0.0,0.0,21.4,0.0,0.0,1.355,-0.1041,-0.7926,0.0,0.0,-6.9111
0.0,0.0,21.3,0.0,0.0,1.3552,-0.104,-0.7952,0.0,0.0,-6.8058
0.0,0.0,21.4,0.0,0.0,1.3555,-0.1046,-0.7984,0.0,0.0,-6.5965
0.0,0.0,21.4,0.0,0.0,1.3556,-0.1078,-0.7957,0.0,0.0,-6.3783
0.0,0.0,21.5,0.0,0.0,1.3562,-0.1106,-0.7971,0.0,0.0,-6.5194
0.0,0.0,21.5,0.0,0.0,1.3608,-0.1119,-0.7904,0.0,0.0,-6.1792
0.0,0.0,21.6,0.0,0.0,1.3651,-0.1125,-0.7952,0.0,0.0,-5.8119
0.0,0.0,21.7,0.0,0.0,1.3584,-0.1214,-0.8067,0.0,0.0,-5.1753
0.0,0.0,21.7,0.0,0.0,1.3518,-0.1199,-0.8229,0.0,0.0,-6.1481
0.0,0.0,21.9,0.0,0.0,1.3472,-0.1194,-0.832,0.0,0.0,-6.5374
0.0,0.0,21.8,0.0,0.0,1.3472,-0.1213,-0.8305,0.0,0.0,-6.3305
0.0,0.0,21.6,0.0,0.0,1.3487,-0.1226,-0.8328,0.0,0.0,-7.1833
0.0,0.0,21.3,0.0,0.0,1.3546,-0.1158,-0.8354,0.0,0.0,-7.7713
0.0,0.0,21.0,0.0,0.0,1.3558,-0.116,-0.842,0.0,0.0,-7.9533
0.0,0.0,20.8,0.0,0.0,1.3572,-0.1116,-0.8494,0.0,0.0,-7.9307
0.0,0.0,20.5,0.0,0.0,1.3574,-0.1084,-0.8532,0.0,0.0,-7.8708
0.0,0.0,20.2,0.0,0.0,1.358,-0.1065,-0.859,0.0,0.0,-7.6939
0.0,0.0,20.0,0.0,0.0,1.3581,-0.1038,-0.8619,0.0,0.0,-7.5179
0.0,0.0,19.9,0.0,0.0,1.3587,-0.1019,-0.8615,0.0,0.0,-7.3893
0.0,0.0,19.9,0.0,0.0,1.3585,-0.102,-0.8627,0.0,0.0,-7.4881
0.0,0.0,19.9,0.0,0.0,1.3588,-0.1008,-0.8684,0.0,0.0,-7.8449
0.0,0.0,19.8,0.0,0.0,1.3603,-0.0959,-0.8756,0.0,0.0,-7.6614
0.0,0.0,19.8,0.0,0.0,1.361,-0.0951,-0.8784,0.0,0.0,-7.5231
0.0,0.0,19.7,0.0,0.0,1.3598,-0.0936,-0.8814,0.0,0.0,-7.6077
0.0,0.0,19.6,0.0,0.0,1.3623,-0.0894,-0.8914,0.0,0.0,-7.8663
0.0,0.0,19.5,0.0,0.0,1.3621,-0.0884,-0.896,0.0,0.0,-7.4601
0.0,0.0,19.5,0.0,0.0,1.3589,-0.0889,-0.8975,0.0,0.0,-7.2556
0.0,0.0,19.6,0.0,0.0,1.3631,-0.0864,-0.9051,0.0,0.0,-7.2265
0.0,0.0,19.7,0.0,0.0,1.3655,-0.0855,-0.9044,0.0,0.0,-6.5858
0.0,0.0,19.7,0.0,0.0,1.3722,-0.0866,-0.903,0.0,0.0,-5.8405
0.0,0.0,19.6,0.0,0.0,1.3685,-0.0877,-0.8967,0.0,0.0,-4.6521
0.0,0.0,19.6,0.0,0.0,1.3585,-0.1021,-0.8896,0.0,0.0,0.0
0.0,0.0,19.9,0.0,0.0,1.3357,-0.11,-0.8838,0.0,0.0,0.0
0.0,0.0,20.3,0.0,0.0,1.3304,-0.1204,-0.8834,0.0,0.0,0.0
0.0,0.0,20.9,0.0,0.0,1.3408,-0.1144,-0.8914,0.0,0.0,0.0
0.0,0.0,21.5,0.0,0.0,1.3524,-0.1056,-0.8952,0.0,0.0,0.0
0.0,0.0,22.1,0.0,0.0,1.3525,-0.1022,-0.8971,0.0,0.0,0.0
0.0,0.0,22.8,0.0,0.0,1.3554,-0.0964,-0.9019,0.0,0.0,0.0
0.0,0.0,23.3,0.0,0.0,1.3591,-0.0881,-0.9054,0.0,0.0,0.0
0.0,0.0,23.8,0.0,0.0,1.3595,-0.0889,-0.9081,0.0,0.0,0.0
0.0,0.0,24.2,0.0,0.0,1.3604,-0.0854,-0.9049,0.0,0.0,0.0
0.0,0.0,24.6,0.0,0.0,1.3596,-0.0822,-0.9051,0.0,0.0,0.0
0.0,0.0,25.0,0.0,0.0,1.3601,-0.0793,-0.9097,0.0,0.0,0.0
0.0,0.0,25.4,0.0,0.0,1.361,-0.0784,-0.9111,0.0,0.0,0.0
0.0,0.0,25.4,0.0,0.0,1.361,-0.0775,-0.9109,0.0,0.0,0.0
0.0,0.0,24.8,0.0,0.0,1.3619,-0.0751,-0.9121,0.0,0.0,0.0
0.0,0.0,24.0,0.0,0.0,1.3623,-0.0747,-0.9138,0.0,0.0,0.0
0.0,0.0,23.1,0.0,0.0,1.3622,-0.074,-0.9136,0.0,0.0,0.0
0.0,0.0,22.2,0.0,0.0,1.3617,-0.0729,-0.913,0.0,0.0,0.0
0.0,0.0,21.4,0.0,0.0,1.3619,-0.0716,-0.9175,0.0,0.0,0.0
0.0,0.0,20.8,0.0,0.0,1.3635,-0.0707,-0.9204,0.0,0.0,0.0
0.0,0.0,20.7,0.0,0.0,1.3639,-0.069,-0.9211,0.0,0.0,0.0
0.0,0.0,20.8,0.0,0.0,1.3635,-0.0708,-0.9229,0.0,0.0,0.0
0.0,0.0,21.0,0.0,0.0,1.3629,-0.0715,-0.9268,0.0,0.0,0.0
0.0,0.0,21.3,0.0,0.0,1.3628,-0.0702,-0.9318,0.0,0.0,0.0
0.0,0.0,21.6,0.0,0.0,1.3629,-0.0697,-0.9336,0.0,0.0,0.0
0.0,0.0,22.0,0.0,0.0,1.362,-0.0715,-0.9336,0.0,0.0,0.0
0.0,0.0,22.3,0.0,0.0,1.3622,-0.0712,-0.936,0.0,0.0,0.0
0.0,0.0,22.7,0.0,0.0,1.3619,-0.072,-0.9383,0.0,0.0,0.0
0.0,0.0,23.0,0.0,0.0,1.3619,-0.0715,-0.9413,0.0,0.0,0.0
0.0,0.0,23.3,0.0,0.0,1.3623,-0.0705,-0.9433,0.0,0.0,0.0
0.0,0.0,23.6,0.0,0.0,1.3628,-0.0697,-0.9449,0.0,0.0,0.0
0.0,0.0,23.8,0.0,0.0,1.3626,-0.0702,-0.9456,0.0,0.0,0.0
0.0,0.0,23.9,0.0,0.0,1.3622,-0.0698,-0.9455,0.0,0.0,0.0
0.0,0.0,24.1,0.0,0.0,1.3627,-0.0696,-0.9469,0.0,0.0,0.0
0.0,0.0,24.2,0.0,0.0,1.363,-0.0689,-0.9479,0.0,0.0,0.0
0.0,0.0,24.3,0.0,0.0,1.3632,-0.0693,-0.9473,0.0,0.0,0.0
0.0,0.0,24.4,0.0,0.0,1.3625,-0.0695,-0.9471,0.0,0.0,0.0
0.0,0.0,24.5,0.0,0.0,1.362,-0.0704,-0.9481,0.0,0.0,0.0
0.0,0.0,24.5,0.0,0.0,1.3621,-0.0701,-0.9484,0.0,0.0,0.0
0.0,0.0,24.5,0.0,0.0,1.3623,-0.07,-0.9479,0.0,0.0,0.0
0.0,0.0,24.5,0.0,0.0,1.362,-0.0695,-0.9483,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3568,-0.0766,-0.9354,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3585,-0.0804,-0.9349,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3593,-0.08,-0.9345,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.36,-0.0802,-0.9348,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3601,-0.0806,-0.9352,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3597,-0.0794,-0.9358,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3596,-0.0798,-0.9351,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3605,-0.08,-0.9354,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3602,-0.0798,-0.9339,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3597,-0.0783,-0.933,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3595,-0.079,-0.9328,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3596,-0.0783,-0.9319,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3597,-0.0778,-0.9321,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3603,-0.0785,-0.9317,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3587,-0.0768,-0.9315,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3591,-0.0777,-0.9336,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3603,-0.0781,-0.9327,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3617,-0.0788,-0.9325,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3615,-0.0792,-0.9333,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3622,-0.0795,-0.9336,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3621,-0.0788,-0.9333,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3616,-0.0789,-0.9324,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3604,-0.0773,-0.9326,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3598,-0.0766,-0.9322,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3602,-0.076,-0.9322,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3601,-0.0754,-0.9303,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3593,-0.0749,-0.9304,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3592,-0.0742,-0.9311,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3596,-0.0753,-0.9319,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3595,-0.0758,-0.9322,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.36,-0.0764,-0.9327,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.3609,-0.077,-0.9332,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3625,-0.0775,-0.9361,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3653,-0.0778,-0.937,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3655,-0.0783,-0.9381,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3645,-0.0776,-0.9381,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3639,-0.0773,-0.9385,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.3644,-0.077,-0.9384,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.3641,-0.0769,-0.9379,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.363,-0.0772,-0.9383,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3624,-0.0775,-0.9384,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3621,-0.0766,-0.9387,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3623,-0.0759,-0.9369,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.361,-0.0757,-0.9374,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3607,-0.075,-0.9383,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.361,-0.0743,-0.9383,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.362,-0.0747,-0.9388,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3622,-0.0743,-0.9389,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3624,-0.0755,-0.9397,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3629,-0.0753,-0.9396,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3639,-0.0763,-0.9403,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3631,-0.0754,-0.941,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3627,-0.0748,-0.9409,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3618,-0.0751,-0.9416,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3614,-0.0758,-0.9416,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.3612,-0.0753,-0.9413,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.362,-0.0765,-0.9435,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3614,-0.0779,-0.9437,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3603,-0.0754,-0.9424,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3598,-0.075,-0.9438,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3613,-0.0763,-0.9454,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.361,-0.0753,-0.9469,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3606,-0.0757,-0.9478,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3602,-0.0752,-0.9487,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3597,-0.075,-0.9507,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3591,-0.0725,-0.9498,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3595,-0.0718,-0.9519,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3607,-0.0726,-0.9506,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3615,-0.0726,-0.9513,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3621,-0.0724,-0.9536,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3614,-0.0708,-0.9544,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3611,-0.0698,-0.9541,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3612,-0.0695,-0.9545,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.361,-0.0688,-0.9549,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3616,-0.0695,-0.956,0.0,0.0,0.0
0.0,100.0,92.9,100.0,100.0,1.3628,-0.0703,-0.9578,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.363,-0.0702,-0.9567,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3626,-0.0706,-0.9587,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3619,-0.071,-0.9596,0.0,0.0,0.0
0.0,100.0,93.0,100.0,100.0,1.3606,-0.0713,-0.9591,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.36,-0.0721,-0.9585,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.3584,-0.0714,-0.9593,0.0,0.0,0.0
0.0,100.0,93.1,100.0,100.0,1.3585,-0.0703,-0.9584,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.3594,-0.07,-0.9579,0.0,0.0,0.0
0.0,100.0,93.2,100.0,100.0,1.359,-0.0702,-0.9593,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3571,-0.069,-0.9599,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3559,-0.0677,-0.9621,0.0,0.0,0.0
0.0,100.0,93.3,100.0,100.0,1.3547,-0.0669,-0.9616,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3547,-0.0673,-0.9637,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3552,-0.0692,-0.9648,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3551,-0.069,-0.9644,0.0,0.0,0.0
0.0,100.0,93.4,100.0,100.0,1.3563,-0.0701,-0.9639,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3565,-0.0724,-0.965,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3565,-0.0724,-0.9655,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3578,-0.0731,-0.9664,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3575,-0.0719,-0.9656,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.357,-0.0716,-0.9654,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3569,-0.0721,-0.9652,0.0,0.0,0.0
0.0,100.0,93.5,100.0,100.0,1.3576,-0.0718,-0.9656,0.0,0.0,0.0
0.0,100.0,93.6,100.0,100.0,1.3591,-0.072,-0.9655,0.0,0.0,0.0
0.0,100.0,93.6,100.0,100.0,1.3588,-0.0713,-0.9673,0.0,0.0,0.0
0.0,100.0,93.6,100.0,100.0,1.359,-0.0715,-0.9676,0.0,0.0,0.0
0.0,100.0,93.7,100.0,100.0,1.3604,-0.0729,-0.9668,0.0,0.0,0.0
0.0,24.0,0.0,0.0,0.0,1.3763,0.0312,-0.8861,0.0,0.0,0.0
0.0,24.0,0.0,0.0,0.0,1.3752,0.0284,-0.8927,0.0,0.0,0.0
0.0,24.0,0.0,0.0,0.0,1.3747,0.026,-0.8926,0.0,0.0,0.0
0.0,24.1,0.0,0.0,0.0,1.3743,0.0255,-0.8909,0.0,0.0,0.0
0.0,24.2,0.0,0.0,0.0,1.3748,0.028,-0.8848,0.0,0.0,0.0
0.0,24.2,0.0,0.0,0.0,1.3744,0.027,-0.8826,0.0,0.0,0.0
0.0,24.2,0.0,0.0,0.0,1.3743,0.0287,-0.8842,0.0,0.0,0.0
0.0,24.2,0.0,0.0,0.0,1.3737,0.0272,-0.8875,0.0,0.0,0.0
0.0,24.3,0.0,0.0,0.0,1.3738,0.0282,-0.885,0.0,0.0,0.0
0.0,24.3,0.0,0.0,0.0,1.3734,0.0248,-0.882,0.0,0.0,0.0
0.0,24.4,0.0,0.0,0.0,1.3727,0.0228,-0.8823,0.0,0.0,0.0
0.0,24.5,0.0,0.0,0.0,1.3724,0.0241,-0.8809,0.0,0.0,0.0
0.0,24.5,0.0,0.0,0.0,1.3724,0.022,-0.8791,0.0,0.0,0.0
0.0,24.6,0.0,0.0,0.0,1.3722,0.021,-0.8801,0.0,0.0,0.0
0.0,24.8,0.0,0.0,0.0,1.3723,0.0206,-0.8828,0.0,0.0,0.0
0.0,25.0,0.0,0.0,0.0,1.3726,0.0211,-0.8842,0.0,0.0,0.0
0.0,25.3,0.0,0.0,0.0,1.3729,0.0222,-0.8844,0.0,0.0,0.0
0.0,25.5,0.0,0.0,0.0,1.373,0.0199,-0.8854,0.0,0.0,0.0
0.0,25.7,0.0,0.0,0.0,1.373,0.0191,-0.8856,0.0,0.0,0.0
0.0,25.8,0.0,0.0,0.0,1.3733,0.0187,-0.8857,0.0,0.0,0.0
0.0,25.9,0.0,0.0,0.0,1.3733,0.0185,-0.8852,0.0,0.0,0.0
0.0,26.1,0.0,0.0,0.0,1.3731,0.0188,-0.8848,0.0,0.0,0.0
0.0,26.4,0.0,0.0,0.0,1.3737,0.0178,-0.8851,0.0,0.0,0.0
0.0,26.6,0.0,0.0,0.0,1.374,0.017,-0.8848,0.0,0.0,0.0
0.0,26.8,0.0,0.0,0.0,1.374,0.0174,-0.8857,0.0,0.0,0.0
0.0,27.0,0.0,0.0,0.0,1.3742,0.0173,-0.8869,0.0,0.0,0.0
0.0,27.1,0.0,0.0,0.0,1.374,0.0155,-0.8873,0.0,0.0,0.0
0.0,27.2,0.0,0.0,0.0,1.3741,0.0153,-0.8877,0.0,0.0,0.0
0.0,27.3,0.0,0.0,0.0,1.374,0.0156,-0.8889,0.0,0.0,0.0
0.0,27.4,0.0,0.0,0.0,1.374,0.0149,-0.8895,0.0,0.0,0.0
0.0,27.5,0.0,0.0,0.0,1.3737,0.0141,-0.888,0.0,0.0,0.0
0.0,27.6,0.0,0.0,0.0,1.3739,0.0133,-0.8891,0.0,0.0,0.0
0.0,27.6,0.0,0.0,0.0,1.3742,0.012,-0.8907,0.0,0.0,0.0
0.0,27.7,0.0,0.0,0.0,1.374,0.0109,-0.8916,0.0,0.0,0.0
0.0,27.7,0.0,0.0,0.0,1.3743,0.0095,-0.8914,0.0,0.0,0.0
0.0,27.8,0.0,0.0,0.0,1.3742,0.0079,-0.8926,0.0,0.0,0.0
0.0,27.8,0.0,0.0,0.0,1.374,0.0074,-0.8933,0.0,0.0,0.0
0.0,27.8,0.0,0.0,0.0,1.3736,0.0057,-0.8941,0.0,0.0,0.0
0.0,27.9,3.0,0.0,0.0,1.3736,0.0036,-0.8952,0.0,0.0,0.0
0.0,27.9,5.2,0.0,0.0,1.3734,0.0032,-0.8961,0.0,0.0,0.0
0.0,28.0,6.7,0.0,0.0,1.3725,0.0006,-0.8968,0.0,0.0,0.0
0.0,28.1,7.8,0.0,0.0,1.3719,-0.0027,-0.8969,0.0,0.0,0.0
0.0,28.1,8.5,0.0,0.0,1.3716,-0.0046,-0.8976,0.0,0.0,0.0
0.0,28.2,9.1,0.0,0.0,1.3712,-0.0051,-0.8973,0.0,0.0,0.0
0.0,28.2,9.6,0.0,0.0,1.371,-0.0088,-0.8982,0.0,0.0,0.0
0.0,28.3,10.0,0.0,0.0,1.3704,-0.0112,-0.9012,0.0,0.0,0.0
0.0,28.3,10.3,0.0,0.0,1.3699,-0.014,-0.9028,0.0,0.0,0.0
0.0,28.3,10.5,0.0,0.0,1.3697,-0.0154,-0.9032,0.0,0.0,0.0
0.0,28.2,10.7,0.0,0.0,1.3689,-0.0162,-0.9037,0.0,0.0,0.0
0.0,28.1,10.8,0.0,0.0,1.3688,-0.0186,-0.9039,0.0,0.0,0.0
