Pulgar (Flexión 0-100),Índice (Flexión 0-100),Corazón (Flexión 0-100),Anular (Flexión 0-100),Meñique (Flexión 0-100),AX (Acelerómetro X en Gs),AY (Acelerómetro Y en Gs),AZ (Acelerómetro Z en Gs),GX (Giroscopio X en grados/seg),GY (Giroscopio Y en grados/seg),GZ (Giroscopio Z en grados/seg),Letra
9.8,0.0,0.0,29.4,68.4,1.0073,0.1649,-0.0957,0.0,0.0,0.0,H
9.9,0.0,0.0,31.1,68.1,1.0071,0.1637,-0.089,0.0,0.0,0.0,H
10.5,0.0,0.0,32.5,67.8,1.0091,0.164,-0.087,0.0,0.0,0.0,H
10.7,0.0,0.0,33.6,67.3,1.0081,0.1673,-0.0949,0.0,0.0,0.0,H
10.9,0.0,0.0,33.9,66.8,1.0054,0.1636,-0.0873,0.0,0.0,0.0,H
11.0,0.0,0.0,34.0,66.2,1.0101,0.1576,-0.0819,0.0,0.0,0.0,H
11.1,0.0,0.0,34.3,66.1,1.0084,0.1625,-0.0828,0.0,0.0,0.0,H
11.3,0.0,0.0,34.5,66.1,1.0082,0.164,-0.0867,0.0,0.0,0.0,H
11.5,0.0,0.0,34.6,66.1,1.008,0.1607,-0.085,0.0,0.0,0.0,H
11.7,0.0,0.0,35.1,66.1,1.0091,0.1603,-0.0829,0.0,0.0,0.0,H
11.9,0.0,0.0,35.5,66.1,1.012,0.1564,-0.0837,0.0,0.0,0.0,H
12.0,0.0,0.0,35.9,66.0,1.0095,0.1589,-0.0821,0.0,0.0,0.0,H
12.1,0.0,0.0,36.3,66.0,1.0124,0.1581,-0.0813,0.0,0.0,0.0,H
12.1,0.0,0.0,36.7,65.9,1.0112,0.1613,-0.0778,0.0,0.0,0.0,H
12.1,0.0,0.0,37.2,65.8,1.0113,0.1603,-0.0772,0.0,0.0,0.0,H
12.2,0.0,0.0,38.0,65.7,1.0109,0.161,-0.0764,0.0,0.0,0.0,H
12.3,0.0,0.0,38.5,65.7,1.0107,0.1611,-0.0768,0.0,0.0,0.0,H
12.1,0.0,0.0,39.5,65.6,1.0117,0.1583,-0.078,0.0,0.0,0.0,H
11.7,0.0,0.0,40.9,65.6,1.0104,0.1619,-0.0763,0.0,0.0,0.0,H
11.6,0.0,0.0,40.8,65.8,1.011,0.1607,-0.0752,0.0,0.0,0.0,H
11.7,0.0,0.0,40.5,65.9,1.0097,0.1611,-0.0735,0.0,0.0,0.0,H
11.6,0.0,0.0,40.0,65.9,1.0106,0.1594,-0.074,0.0,0.0,0.0,H
11.6,0.0,0.0,38.9,65.9,1.0102,0.161,-0.0734,0.0,0.0,0.0,H
11.6,0.0,0.0,38.2,66.4,1.01,0.1604,-0.0723,0.0,0.0,0.0,H
11.7,0.0,0.0,37.6,66.8,1.0084,0.161,-0.0712,0.0,0.0,0.0,H
11.8,0.0,0.0,36.9,67.1,1.0089,0.1605,-0.0723,0.0,0.0,0.0,H
11.7,0.0,0.0,36.2,67.4,1.0092,0.1615,-0.0713,0.0,0.0,0.0,H
11.9,0.0,0.0,35.4,67.7,1.0092,0.1624,-0.0706,0.0,0.0,0.0,H
12.4,0.0,0.0,35.1,68.2,1.0103,0.1615,-0.07,0.0,0.0,0.0,H
12.4,0.0,0.0,36.0,68.7,1.009,0.1629,-0.0702,0.0,0.0,0.0,H
12.3,0.0,0.0,36.7,69.3,1.01,0.1624,-0.0706,0.0,0.0,0.0,H
12.4,0.0,0.0,37.4,69.3,1.0101,0.1637,-0.0707,0.0,0.0,0.0,H
12.5,0.0,0.0,37.9,69.2,1.0105,0.1629,-0.0708,0.0,0.0,0.0,H
12.5,0.0,0.0,38.3,69.1,1.0102,0.1627,-0.07,0.0,0.0,0.0,H
12.5,0.0,0.0,38.7,69.1,1.0089,0.1628,-0.0705,0.0,0.0,0.0,H
12.5,0.0,0.0,38.9,69.1,1.0096,0.1637,-0.0706,0.0,0.0,0.0,H
12.7,0.0,0.0,39.1,69.0,1.0105,0.1618,-0.0697,0.0,0.0,0.0,H
12.8,0.0,0.0,39.1,68.8,1.0096,0.1571,-0.0662,0.0,0.0,0.0,H
12.8,0.0,0.0,39.2,68.6,1.0112,0.1552,-0.0666,0.0,0.0,0.0,H
13.2,0.0,0.0,39.2,68.4,1.0118,0.1586,-0.07,0.0,0.0,0.0,H
14.9,0.0,0.0,39.3,68.3,1.0102,0.1682,-0.0766,0.0,0.0,0.0,H
15.3,0.0,0.0,39.3,68.1,1.0075,0.1743,-0.0818,0.0,0.0,0.0,H
15.5,0.0,0.0,39.4,68.1,1.0069,0.1714,-0.0807,0.0,0.0,0.0,H
15.7,0.0,0.0,39.1,68.0,1.0045,0.1778,-0.0821,0.0,0.0,0.0,H
15.8,0.0,0.0,39.0,67.9,1.0017,0.1913,-0.087,0.0,0.0,0.0,H
16.0,0.0,0.0,38.7,67.9,0.9996,0.1983,-0.0939,0.0,0.0,0.0,H
16.0,0.0,0.0,38.5,67.9,0.9964,0.2036,-0.0976,0.0,0.0,0.0,H
15.8,0.0,0.0,38.3,68.0,0.9968,0.2059,-0.0987,0.0,0.0,0.0,H
15.6,0.0,0.0,38.0,68.0,0.9978,0.2116,-0.1028,0.0,0.0,0.0,H
15.5,0.0,0.0,37.9,67.9,0.9949,0.2168,-0.1072,0.0,0.0,0.0,H
14.0,0.0,0.0,37.7,67.7,0.9923,0.2197,-0.1105,0.0,0.0,0.0,H
13.7,0.0,0.0,37.4,67.7,0.9915,0.2203,-0.1144,0.0,0.0,0.0,H
13.7,0.0,0.0,36.9,67.5,0.9919,0.2233,-0.1141,0.0,0.0,0.0,H
13.7,0.0,0.0,36.4,67.3,0.9924,0.2256,-0.1158,0.0,0.0,0.0,H
13.6,0.0,0.0,35.7,67.2,0.9907,0.23,-0.1165,0.0,0.0,0.0,H
13.8,0.0,0.0,35.2,67.1,0.9899,0.23,-0.1177,0.0,0.0,0.0,H
14.2,0.0,0.0,34.6,67.0,0.9884,0.2274,-0.1175,0.0,0.0,0.0,H
14.8,0.0,0.0,33.7,66.9,0.9892,0.2295,-0.1156,0.0,0.0,0.0,H
14.9,0.0,0.0,32.7,66.7,0.992,0.2289,-0.1151,0.0,0.0,0.0,H
15.3,0.0,0.0,31.8,66.6,0.993,0.2306,-0.1134,0.0,0.0,0.0,H
16.0,0.0,0.0,31.0,66.4,0.9936,0.229,-0.1144,0.0,0.0,0.0,H
16.8,0.0,0.0,30.3,66.4,0.9916,0.2269,-0.1165,0.0,0.0,0.0,H
17.5,0.0,0.0,29.5,66.4,0.9898,0.2245,-0.116,0.0,0.0,0.0,H
18.2,0.0,0.0,28.8,66.5,0.9925,0.2227,-0.1118,0.0,0.0,0.0,H
18.8,0.0,0.0,28.0,66.5,0.9937,0.2193,-0.1088,0.0,0.0,0.0,H
19.3,0.0,0.0,27.1,66.5,0.9935,0.2188,-0.1081,0.0,0.0,0.0,H
19.6,0.0,0.0,26.4,66.5,0.9943,0.2184,-0.1072,0.0,0.0,0.0,H
20.2,0.0,0.0,25.7,66.5,0.9947,0.2183,-0.1053,0.0,0.0,0.0,H
21.1,0.0,0.0,25.0,66.5,0.9948,0.2151,-0.1033,0.0,0.0,0.0,H
21.3,0.0,0.0,24.1,66.6,0.995,0.2144,-0.1034,0.0,0.0,0.0,H
21.3,0.0,0.0,23.2,66.6,0.9962,0.2158,-0.1018,0.0,0.0,0.0,H
21.1,0.0,0.0,22.3,66.5,0.9988,0.2141,-0.0994,0.0,0.0,0.0,H
21.1,0.0,0.0,21.4,66.4,0.9996,0.2135,-0.0986,0.0,0.0,0.0,H
21.0,0.0,0.0,20.4,66.2,0.9993,0.2125,-0.0991,0.0,0.0,0.0,H
21.1,0.0,0.0,19.4,66.1,0.9992,0.2121,-0.0973,0.0,0.0,0.0,H
21.0,0.0,0.0,18.5,66.0,1.0002,0.2109,-0.0954,0.0,0.0,0.0,H
19.9,0.0,0.0,17.7,65.9,0.9994,0.2109,-0.0945,0.0,0.0,0.0,H
18.9,0.0,0.0,17.4,65.9,0.999,0.2085,-0.0935,0.0,0.0,0.0,H
17.9,0.0,0.0,16.8,65.9,0.9988,0.2082,-0.0922,0.0,0.0,0.0,H
17.1,0.0,0.0,16.7,65.9,1.0001,0.2085,-0.0905,0.0,0.0,0.0,H
16.2,0.0,0.0,16.3,65.9,1.0007,0.204,-0.0899,0.0,0.0,0.0,H
15.5,0.0,0.0,15.9,65.9,1.0009,0.2041,-0.0889,0.0,0.0,0.0,H
14.9,0.0,0.0,16.0,66.0,1.001,0.2014,-0.0882,0.0,0.0,0.0,H
14.2,0.0,0.0,16.1,66.0,1.0016,0.2016,-0.0872,0.0,0.0,0.0,H
13.4,0.0,0.0,16.2,66.0,1.0031,0.202,-0.0859,0.0,0.0,0.0,H
12.7,0.0,0.0,16.3,66.0,1.0039,0.1956,-0.0834,0.0,0.0,0.0,H
12.9,0.0,0.0,16.4,66.0,1.0027,0.1978,-0.0853,0.0,0.0,0.0,H
13.0,0.0,0.0,16.5,66.0,1.002,0.211,-0.0917,0.0,0.0,0.0,H
13.0,0.0,0.0,16.6,66.1,0.9998,0.2191,-0.0954,0.0,0.0,0.0,H
12.8,0.0,0.0,16.9,66.1,0.9988,0.2124,-0.0959,0.0,0.0,0.0,H
12.7,0.0,0.0,17.0,66.2,0.9983,0.2059,-0.0964,0.0,0.0,0.0,H
12.6,0.0,0.0,16.7,66.3,0.9992,0.2054,-0.0955,0.0,0.0,0.0,H
12.4,0.0,0.0,16.4,66.3,0.9992,0.2075,-0.0969,0.0,0.0,0.0,H
12.3,0.0,0.0,16.2,66.3,0.9993,0.2053,-0.0961,0.0,0.0,0.0,H
12.2,0.0,0.0,16.1,66.3,0.9984,0.2037,-0.0957,0.0,0.0,0.0,H
12.4,0.0,0.0,15.8,66.3,0.999,0.204,-0.0975,0.0,0.0,0.0,H
12.4,0.0,0.0,15.6,66.3,0.9996,0.2061,-0.0976,0.0,0.0,0.0,H
28.5,93.8,94.3,23.9,0.0,0.9874,-0.2874,0.053,0.0,0.0,0.0,I
28.4,93.9,95.5,23.7,0.0,0.9884,-0.2857,0.0548,0.0,0.0,0.0,I
28.4,93.9,96.8,23.4,0.0,0.988,-0.2845,0.0545,0.0,0.0,0.0,I
28.4,94.0,98.2,23.4,0.0,0.987,-0.2875,0.0483,0.0,0.0,0.0,I
28.3,94.1,99.6,23.4,0.0,0.9874,-0.2854,0.0486,0.0,0.0,0.0,I
28.3,94.2,100.0,23.4,0.0,0.9918,-0.2743,0.06,0.0,0.0,0.0,I
28.3,94.4,100.0,23.4,0.0,0.9896,-0.2735,0.0575,0.0,0.0,0.0,I
28.3,94.5,100.0,23.4,0.0,0.9899,-0.2718,0.0529,0.0,0.0,0.0,I
28.3,94.6,100.0,23.6,0.0,0.9917,-0.268,0.0542,0.0,0.0,0.0,I
28.3,94.8,100.0,23.9,0.0,0.992,-0.2666,0.0501,0.0,0.0,0.0,I
28.3,95.0,100.0,24.2,0.0,0.9933,-0.2648,0.0476,0.0,0.0,0.0,I
28.3,95.1,100.0,24.3,0.0,0.9936,-0.264,0.0467,0.0,0.0,0.0,I
28.4,95.3,100.0,24.5,0.0,0.9937,-0.2616,0.042,0.0,0.0,0.0,I
28.5,95.5,100.0,24.8,0.0,0.9939,-0.262,0.0421,0.0,0.0,0.0,I
28.5,95.6,100.0,24.8,0.0,0.9944,-0.2618,0.0403,0.0,0.0,0.0,I
28.4,95.7,100.0,24.9,0.0,0.9943,-0.2622,0.0385,0.0,0.0,0.0,I
28.3,95.7,100.0,24.8,0.0,0.9943,-0.2607,0.0366,0.0,0.0,0.0,I
28.4,95.8,100.0,24.9,0.0,0.9956,-0.2604,0.0365,0.0,0.0,0.0,I
28.4,95.8,98.9,24.9,0.0,0.9946,-0.2616,0.0353,0.0,0.0,0.0,I
28.5,95.9,97.3,24.9,0.0,0.9952,-0.262,0.0344,0.0,0.0,0.0,I
28.5,96.0,94.8,24.9,0.0,0.9949,-0.2627,0.0331,0.0,0.0,0.0,I
28.5,96.0,92.4,24.8,0.0,0.9944,-0.2636,0.0334,0.0,0.0,0.0,I
28.4,96.1,90.7,24.3,0.0,0.9938,-0.2636,0.0323,0.0,0.0,0.0,I
28.4,96.1,87.4,23.8,0.0,0.9932,-0.2654,0.0308,0.0,0.0,0.0,I
28.4,96.2,84.1,23.7,0.0,0.9918,-0.2676,0.0299,0.0,0.0,0.0,I
28.5,96.2,81.3,23.3,0.0,0.9917,-0.2673,0.0274,0.0,0.0,0.0,I
28.6,96.3,80.5,23.6,0.0,0.9913,-0.2677,0.0254,0.0,0.0,0.0,I
28.6,96.3,79.5,23.7,0.0,0.9918,-0.2699,0.0238,0.0,0.0,0.0,I
28.7,96.4,78.2,23.5,0.0,0.9906,-0.2687,0.0214,0.0,0.0,0.0,I
28.6,96.5,76.3,23.9,0.0,0.9902,-0.2698,0.0183,0.0,0.0,0.0,I
28.7,96.5,74.2,23.9,0.0,0.9899,-0.2683,0.0145,0.0,0.0,0.0,I
28.7,96.6,72.1,23.9,0.0,0.9903,-0.2681,0.0147,0.0,0.0,0.0,I
28.8,96.7,70.3,24.6,0.0,0.9948,-0.2651,0.0166,0.0,0.0,0.0,I
28.8,96.8,68.5,25.4,0.0,0.9944,-0.2625,0.0169,0.0,0.0,0.0,I
28.8,96.9,66.6,25.9,0.0,0.9964,-0.2597,0.0212,0.0,0.0,0.0,I
28.8,97.1,65.1,25.8,0.0,0.9969,-0.2571,0.0257,0.0,0.0,0.0,I
28.7,97.2,63.2,25.8,0.0,0.9972,-0.2543,0.0274,0.0,0.0,0.0,I
28.6,97.3,60.7,25.6,0.0,0.9971,-0.2526,0.0286,0.0,0.0,0.0,I
28.5,97.4,58.5,25.5,0.0,0.9981,-0.2496,0.0283,0.0,0.0,0.0,I
28.5,97.5,55.9,25.4,0.0,0.9986,-0.2474,0.0284,0.0,0.0,0.0,I
28.5,97.5,53.0,25.3,0.0,0.9992,-0.2456,0.0291,0.0,0.0,0.0,I
28.4,97.5,50.4,25.3,0.0,0.9992,-0.2421,0.0293,0.0,0.0,0.0,I
28.4,97.5,48.0,25.2,0.0,1.0,-0.2392,0.0294,0.0,0.0,0.0,I
28.4,97.5,45.5,25.6,0.0,1.0015,-0.2377,0.0304,0.0,0.0,0.0,I
28.2,97.5,43.2,25.5,0.0,1.0015,-0.2357,0.0301,0.0,0.0,0.0,I
28.1,97.5,43.8,25.3,0.0,1.0021,-0.2353,0.0311,0.0,0.0,0.0,I
28.1,97.5,44.6,25.1,0.0,1.0023,-0.234,0.032,0.0,0.0,0.0,I
28.1,97.4,45.5,25.2,0.0,1.0021,-0.2327,0.0322,0.0,0.0,0.0,I
28.0,97.4,47.8,25.5,0.0,1.0022,-0.2325,0.031,0.0,0.0,0.0,I
28.1,97.4,50.0,25.6,0.0,1.0018,-0.2313,0.0298,0.0,0.0,0.0,I
28.1,97.3,51.8,25.9,0.0,1.0021,-0.2314,0.0285,0.0,0.0,0.0,I
28.2,97.3,51.1,26.2,0.0,1.0024,-0.2322,0.0291,0.0,0.0,0.0,I
28.3,97.3,48.9,26.2,0.0,1.002,-0.2318,0.0277,0.0,0.0,0.0,I
28.3,97.3,47.0,26.4,0.0,1.0015,-0.2322,0.0278,0.0,0.0,0.0,I
28.5,97.2,45.6,26.6,0.0,1.0014,-0.2307,0.0276,0.0,0.0,0.0,I
28.6,97.2,46.5,27.0,0.0,1.001,-0.2304,0.0276,0.0,0.0,0.0,I
28.7,97.2,47.3,27.3,0.0,1.0021,-0.2303,0.0273,0.0,0.0,0.0,I
28.8,97.2,48.1,26.7,0.0,1.0021,-0.2307,0.0268,0.0,0.0,0.0,I
28.9,97.2,48.8,25.9,0.0,1.0024,-0.231,0.0253,0.0,0.0,0.0,I
28.9,97.1,50.3,25.2,0.0,1.0022,-0.2298,0.0246,0.0,0.0,0.0,I
28.9,97.1,50.1,25.7,0.0,1.0022,-0.2297,0.0252,0.0,0.0,0.0,I
28.9,97.1,51.4,25.6,0.0,1.0023,-0.2285,0.0245,0.0,0.0,0.0,I
28.9,97.1,53.1,25.4,0.0,1.0029,-0.2276,0.0253,0.0,0.0,0.0,I
26.7,91.3,38.9,31.8,0.0,-0.8283,0.4538,0.2693,9.9179,0.0,0.0,J
26.7,91.3,39.0,32.6,0.0,-0.8287,0.4557,0.2689,9.6237,0.0,0.0,J
26.7,91.3,39.3,33.1,0.0,-0.8294,0.4568,0.2715,9.3208,0.0,0.0,J
26.7,91.3,39.6,33.4,0.0,-0.8265,0.454,0.2722,8.9519,0.0,0.0,J
26.8,91.3,39.6,33.6,0.0,-0.8249,0.4528,0.2719,9.0306,0.0,0.0,J
26.8,91.3,38.7,33.8,0.0,-0.8247,0.4499,0.2688,9.1091,0.0,0.0,J
26.8,91.3,38.1,33.8,0.0,-0.8251,0.4492,0.2637,9.4179,0.0,0.0,J
26.8,91.3,37.6,33.7,0.0,-0.8287,0.4516,0.2597,9.6203,0.0,0.0,J
26.8,91.3,37.4,33.6,0.0,-0.8307,0.4533,0.257,9.5948,0.0,0.0,J
26.8,91.4,37.1,33.7,0.0,-0.8318,0.4545,0.2572,9.4825,0.0,0.0,J
26.8,91.4,37.0,33.8,0.0,-0.8312,0.4553,0.2601,9.083,0.0,0.0,J
26.8,91.5,36.8,34.0,0.0,-0.8294,0.4532,0.2616,9.015,0.0,0.0,J
26.8,91.5,36.5,34.0,0.0,-0.8277,0.4506,0.2604,8.8798,0.0,0.0,J
26.9,91.6,36.5,34.0,0.0,-0.8268,0.4486,0.258,8.9238,0.0,0.0,J
26.9,91.7,36.3,34.0,0.0,-0.8266,0.4489,0.2524,9.2519,0.0,0.0,J
26.9,91.8,36.1,34.0,0.0,-0.8298,0.4513,0.2488,9.4372,0.0,0.0,J
26.9,91.9,35.9,33.9,0.0,-0.8316,0.4557,0.2462,9.6087,0.0,0.0,J
26.9,91.9,35.9,34.3,0.0,-0.832,0.4585,0.247,9.5118,0.0,0.0,J
26.9,91.9,36.0,34.7,0.0,-0.833,0.4605,0.251,9.0368,0.0,0.0,J
26.9,92.0,36.1,35.0,0.0,-0.8305,0.4585,0.2532,8.8307,0.0,0.0,J
26.9,92.0,36.1,35.3,0.0,-0.8276,0.4555,0.2533,8.7338,0.0,0.0,J
27.0,92.0,36.1,35.4,0.0,-0.827,0.4529,0.2504,8.9305,0.0,0.0,J
27.0,92.0,36.4,35.6,0.0,-0.8271,0.452,0.2468,9.1282,0.0,0.0,J
27.0,92.0,36.7,35.8,0.0,-0.8294,0.4547,0.2438,9.2969,0.0,0.0,J
27.0,92.0,36.9,35.9,0.0,-0.8304,0.4572,0.2422,9.3869,0.0,0.0,J
27.0,91.9,37.1,36.1,0.0,-0.8314,0.4588,0.2448,9.1962,0.0,0.0,J
27.1,91.9,37.3,36.1,0.0,-0.8319,0.4593,0.2478,8.9719,0.0,0.0,J
27.1,91.9,37.6,36.4,0.0,-0.8305,0.4572,0.2502,8.7089,0.0,0.0,J
27.1,91.8,37.9,36.6,0.0,-0.8285,0.4554,0.2509,8.6478,0.0,0.0,J
27.1,91.8,38.1,36.9,0.0,-0.8278,0.4521,0.2497,8.6623,0.0,0.0,J
27.1,91.7,38.2,37.2,0.0,-0.8277,0.4502,0.2442,8.7555,0.0,0.0,J
27.1,91.7,38.4,37.5,0.0,-0.8293,0.4529,0.2394,9.2272,0.0,0.0,J
27.1,91.6,38.8,37.6,0.0,-0.8315,0.4565,0.238,9.3448,0.0,0.0,J
27.1,91.5,39.0,37.7,0.0,-0.8316,0.4588,0.2375,9.33,0.0,0.0,J
27.1,91.5,39.2,37.7,0.0,-0.8318,0.462,0.2393,9.0305,0.0,0.0,J
27.1,91.4,39.5,37.8,0.0,-0.832,0.4632,0.2401,8.6647,0.0,0.0,J
27.0,91.3,40.0,37.8,0.0,-0.8292,0.4621,0.2428,8.5508,0.0,0.0,J
27.0,91.3,40.6,38.0,0.0,-0.8267,0.4609,0.2423,8.6528,0.0,0.0,J
27.0,91.2,41.1,38.2,0.0,-0.8254,0.4602,0.239,8.8661,0.0,0.0,J
27.0,91.2,41.5,38.4,0.0,-0.8272,0.4632,0.2358,9.2679,0.0,0.0,J
27.0,91.1,41.9,38.5,0.0,-0.8275,0.4681,0.2323,9.2425,0.0,0.0,J
27.0,91.1,42.3,38.8,0.0,-0.8277,0.4704,0.2346,9.1822,0.0,0.0,J
26.9,91.0,42.6,38.6,0.0,-0.8275,0.4714,0.2399,9.0082,0.0,0.0,J
26.9,91.0,42.8,38.5,0.0,-0.8245,0.471,0.2409,8.7484,0.0,0.0,J
26.9,90.9,43.1,38.4,0.0,-0.8237,0.4673,0.2434,8.6323,0.0,0.0,J
27.0,90.8,43.4,38.1,0.0,-0.8245,0.4646,0.2422,8.6307,0.0,0.0,J
27.0,90.8,43.6,37.9,0.0,-0.8239,0.4649,0.2378,8.9851,0.0,0.0,J
27.0,90.8,43.8,37.8,0.0,-0.8271,0.466,0.236,9.1078,0.0,0.0,J
27.0,90.7,44.1,37.6,0.0,-0.8292,0.4678,0.233,9.1717,0.0,0.0,J
27.0,90.7,44.3,37.6,0.0,-0.8302,0.4688,0.2339,8.9911,0.0,0.0,J
27.0,90.6,44.5,37.4,0.0,-0.8288,0.468,0.2378,8.7987,0.0,0.0,J
27.0,90.6,44.8,37.3,0.0,-0.8289,0.4642,0.2385,8.8905,0.0,0.0,J
27.0,90.6,45.0,37.1,0.0,-0.8282,0.4664,0.2355,8.8799,0.0,0.0,J
27.0,90.5,45.2,37.0,0.0,-0.8284,0.4655,0.238,8.9796,0.0,0.0,J
26.9,90.5,45.5,36.8,0.0,-0.8272,0.4659,0.2373,8.9067,0.0,0.0,J
26.9,90.5,45.9,36.7,0.0,-0.8275,0.467,0.2378,8.8594,0.0,0.0,J
26.9,90.4,46.2,36.5,0.0,-0.8284,0.4693,0.2372,8.8321,0.0,0.0,J
26.9,90.4,46.6,36.5,0.0,-0.829,0.4692,0.2383,8.777,0.0,0.0,J
26.9,90.4,46.9,36.3,0.0,-0.8281,0.4682,0.2393,8.642,0.0,0.0,J
26.9,90.4,47.2,36.3,0.0,-0.8266,0.4688,0.2394,8.6868,0.0,0.0,J
26.9,90.4,47.4,36.3,0.0,-0.8249,0.4652,0.2412,8.7256,0.0,0.0,J
26.8,90.5,47.4,36.2,0.0,-0.8252,0.4666,0.2415,8.8216,0.0,0.0,J
26.8,90.6,47.6,36.3,0.0,-0.8274,0.4714,0.2382,8.8287,0.0,0.0,J
26.8,0.0,0.0,68.1,33.2,1.0217,0.1315,0.0191,0.0,0.0,0.0,K
26.8,0.0,0.0,68.6,33.3,1.0214,0.1295,0.02,0.0,0.0,0.0,K
26.7,0.0,0.0,69.2,33.3,1.0214,0.1288,0.0217,0.0,0.0,0.0,K
26.7,0.0,0.0,69.6,33.4,1.0212,0.128,0.0218,0.0,0.0,0.0,K
26.7,0.0,0.0,70.1,33.3,1.021,0.1269,0.0231,0.0,0.0,0.0,K
26.7,0.0,0.0,70.5,33.2,1.0213,0.1275,0.0244,0.0,0.0,0.0,K
26.7,0.0,0.0,71.4,33.0,1.0209,0.1269,0.0246,0.0,0.0,0.0,K
26.7,0.0,0.0,72.0,33.0,1.021,0.126,0.0259,0.0,0.0,0.0,K
26.6,0.0,0.0,71.7,33.1,1.0209,0.1251,0.0268,0.0,0.0,0.0,K
26.5,0.0,0.0,70.9,33.1,1.021,0.1241,0.0283,0.0,0.0,0.0,K
26.4,0.0,0.0,70.0,33.5,1.021,0.1242,0.0302,0.0,0.0,0.0,K
26.3,0.0,0.0,69.3,33.8,1.021,0.1252,0.0311,0.0,0.0,0.0,K
26.3,0.0,0.0,68.6,34.1,1.0209,0.1259,0.0319,0.0,0.0,0.0,K
26.2,0.0,0.0,68.0,34.3,1.0212,0.1262,0.0321,0.0,0.0,0.0,K
26.1,0.0,0.0,67.4,34.6,1.0212,0.1267,0.0323,0.0,0.0,0.0,K
26.1,0.0,0.0,66.8,34.8,1.0208,0.1279,0.0325,0.0,0.0,0.0,K
26.0,0.0,0.0,66.2,34.9,1.0208,0.1284,0.0327,0.0,0.0,0.0,K
26.0,0.0,0.0,65.8,35.1,1.0209,0.1298,0.0332,0.0,0.0,0.0,K
26.0,0.0,0.0,65.4,35.1,1.021,0.1294,0.0332,0.0,0.0,0.0,K
26.1,0.0,0.0,65.1,35.0,1.0211,0.1291,0.0353,0.0,0.0,0.0,K
26.1,0.0,0.0,64.5,34.9,1.0214,0.1286,0.0357,0.0,0.0,0.0,K
26.1,0.0,0.0,63.6,34.9,1.0213,0.1265,0.036,0.0,0.0,0.0,K
26.1,0.0,0.0,63.2,34.9,1.0215,0.1242,0.0387,0.0,0.0,0.0,K
26.0,0.0,0.0,62.4,34.8,1.0213,0.1273,0.0393,0.0,0.0,0.0,K
25.9,0.0,0.0,61.4,34.9,1.0214,0.1283,0.0357,0.0,0.0,0.0,K
25.8,0.0,0.0,60.8,35.1,1.0207,0.1294,0.0301,0.0,0.0,0.0,K
25.7,0.0,0.0,60.2,35.2,1.0199,0.133,0.0278,0.0,0.0,0.0,K
25.6,0.0,0.0,59.8,35.3,1.02,0.1349,0.027,0.0,0.0,0.0,K
25.5,0.0,0.0,59.3,35.3,1.0196,0.1353,0.0261,0.0,0.0,0.0,K
25.4,0.0,0.0,58.8,35.3,1.0195,0.1357,0.025,0.0,0.0,0.0,K
25.4,0.0,0.0,58.4,35.3,1.0193,0.1376,0.0255,0.0,0.0,0.0,K
25.3,0.0,0.0,58.2,35.4,1.0195,0.1394,0.0275,0.0,0.0,0.0,K
25.2,0.0,0.0,58.5,35.3,1.0189,0.1388,0.0275,0.0,0.0,0.0,K
25.3,0.0,0.0,59.6,35.3,1.0185,0.1411,0.0272,0.0,0.0,0.0,K
25.5,0.0,0.0,60.6,35.2,1.0185,0.142,0.0283,0.0,0.0,0.0,K
25.6,0.0,0.0,61.7,35.2,1.0189,0.1425,0.0289,0.0,0.0,0.0,K
25.6,0.0,0.0,61.9,35.1,1.0189,0.1426,0.0285,0.0,0.0,0.0,K
25.6,0.0,0.0,62.1,35.1,1.0184,0.1419,0.0279,0.0,0.0,0.0,K
25.8,0.0,0.0,62.2,35.1,1.0188,0.1422,0.0291,0.0,0.0,0.0,K
25.9,0.0,0.0,62.5,35.2,1.0193,0.141,0.0303,0.0,0.0,0.0,K
26.0,0.0,0.0,62.7,35.2,1.0195,0.1398,0.031,0.0,0.0,0.0,K
26.1,0.0,0.0,63.1,35.3,1.0197,0.1395,0.0307,0.0,0.0,0.0,K
26.2,0.0,0.0,63.1,35.3,1.02,0.1387,0.0312,0.0,0.0,0.0,K
26.2,0.0,0.0,63.1,35.0,1.02,0.1392,0.0309,0.0,0.0,0.0,K
26.3,0.0,0.0,62.9,34.8,1.02,0.1399,0.0323,0.0,0.0,0.0,K
26.3,0.0,0.0,62.9,34.4,1.02,0.1379,0.0334,0.0,0.0,0.0,K
26.3,0.0,0.0,63.0,34.1,1.0206,0.1313,0.0314,0.0,0.0,0.0,K
26.3,0.0,0.0,62.7,33.8,1.0214,0.1241,0.0293,0.0,0.0,0.0,K
26.4,0.0,0.0,62.7,33.5,1.0229,0.127,0.03,0.0,0.0,0.0,K
26.3,0.0,0.0,62.5,33.3,1.0231,0.1261,0.0274,0.0,0.0,0.0,K
26.3,0.0,0.0,62.3,33.1,1.0223,0.1233,0.0252,0.0,0.0,0.0,K
26.3,0.0,0.0,62.2,32.9,1.0202,0.1178,0.0237,4.1854,0.0,0.0,K
26.4,0.0,0.0,61.9,32.8,1.021,0.1228,0.0235,7.9499,0.0,0.0,K
26.4,0.0,0.0,61.8,32.7,1.0218,0.1236,0.0251,10.4846,0.0,0.0,K
26.4,0.0,0.0,61.6,32.7,1.0193,0.1197,0.0209,12.0444,0.0,0.0,K
